origin,op_unique_carrier,dep_hour,total,delayed,delay_rate
ABE,9E,6,6,1,0.1667
ABE,9E,12,6,2,0.3333
ABE,G4,9,5,1,0.2
ABE,G4,15,6,1,0.1667
ABE,OH,6,5,1,0.2
ABE,OH,11,6,2,0.3333
ABE,OH,17,5,0,0.0
ABE,OO,6,5,2,0.4
ABE,OO,17,5,1,0.2
ABI,MQ,5,5,0,0.0
ABI,MQ,8,6,0,0.0
ABI,MQ,10,6,0,0.0
ABI,MQ,14,6,0,0.0
ABI,MQ,18,6,0,0.0
ABQ,AA,6,10,1,0.1
ABQ,AA,8,6,1,0.1667
ABQ,AA,10,6,1,0.1667
ABQ,AA,12,12,2,0.1667
ABQ,AA,13,6,1,0.1667
ABQ,AA,15,6,2,0.3333
ABQ,AA,17,6,2,0.3333
ABQ,AS,18,6,2,0.3333
ABQ,DL,5,6,0,0.0
ABQ,DL,6,6,0,0.0
ABQ,DL,8,6,0,0.0
ABQ,DL,13,5,1,0.2
ABQ,MQ,10,5,1,0.2
ABQ,OO,6,5,0,0.0
ABQ,OO,7,9,3,0.3333
ABQ,OO,8,5,1,0.2
ABQ,OO,12,6,1,0.1667
ABQ,OO,14,10,3,0.3
ABQ,OO,18,12,1,0.0833
ABQ,UA,7,10,3,0.3
ABQ,UA,13,5,2,0.4
ABQ,UA,15,5,2,0.4
ABQ,UA,17,5,0,0.0
ABQ,WN,5,16,1,0.0625
ABQ,WN,6,19,3,0.1579
ABQ,WN,7,9,2,0.2222
ABQ,WN,9,5,0,0.0
ABQ,WN,10,15,2,0.1333
ABQ,WN,11,15,1,0.0667
ABQ,WN,12,9,2,0.2222
ABQ,WN,13,7,1,0.1429
ABQ,WN,14,16,7,0.4375
ABQ,WN,15,6,3,0.5
ABQ,WN,16,15,6,0.4
ABQ,WN,17,5,0,0.0
ABQ,WN,18,13,3,0.2308
ABQ,WN,20,8,3,0.375
ABY,OO,6,5,0,0.0
ABY,OO,16,5,0,0.0
ACT,MQ,5,5,2,0.4
ACT,MQ,9,6,1,0.1667
ACT,OO,18,5,1,0.2
ACV,OO,6,5,0,0.0
ACV,OO,12,5,0,0.0
ACV,OO,14,5,1,0.2
ACV,OO,15,5,0,0.0
ACV,OO,16,5,2,0.4
ACY,NK,5,5,1,0.2
ACY,NK,6,11,0,0.0
ACY,NK,9,6,0,0.0
ACY,NK,12,6,1,0.1667
ACY,NK,13,6,1,0.1667
ACY,NK,14,6,1,0.1667
ACY,NK,16,6,0,0.0
ACY,NK,19,6,2,0.3333
ACY,NK,20,6,1,0.1667
AEX,9E,6,6,0,0.0
AEX,9E,16,6,0,0.0
AEX,OO,5,5,0,0.0
AEX,OO,10,5,1,0.2
AEX,OO,18,5,0,0.0
AGS,9E,13,5,1,0.2
AGS,9E,18,6,1,0.1667
AGS,OH,16,5,1,0.2
AGS,OO,6,5,1,0.2
AGS,OO,10,5,2,0.4
ALB,9E,7,6,1,0.1667
ALB,AA,5,6,1,0.1667
ALB,AA,6,6,2,0.3333
ALB,AA,11,5,2,0.4
ALB,AA,17,6,1,0.1667
ALB,B6,20,6,2,0.3333
ALB,DL,5,6,1,0.1667
ALB,DL,6,6,0,0.0
ALB,DL,14,5,0,0.0
ALB,OH,5,5,1,0.2
ALB,OH,12,5,0,0.0
ALB,OO,12,5,0,0.0
ALB,UA,6,5,2,0.4
ALB,UA,16,5,0,0.0
ALB,WN,6,5,0,0.0
ALB,WN,7,5,0,0.0
ALB,WN,10,5,0,0.0
ALB,WN,11,5,2,0.4
ALB,WN,13,5,0,0.0
ALB,WN,17,9,4,0.4444
ALB,WN,19,5,0,0.0
ALW,OO,13,5,2,0.4
AMA,AA,6,6,2,0.3333
AMA,MQ,5,5,0,0.0
AMA,MQ,10,5,0,0.0
AMA,MQ,12,5,0,0.0
AMA,MQ,14,6,2,0.3333
AMA,OO,9,5,0,0.0
AMA,WN,6,9,0,0.0
AMA,WN,15,5,1,0.2
AMA,WN,16,5,1,0.2
ANC,AA,20,6,0,0.0
ANC,AS,0,5,0,0.0
ANC,AS,1,19,4,0.2105
ANC,AS,2,8,2,0.25
ANC,AS,3,5,2,0.4
ANC,AS,5,9,0,0.0
ANC,AS,6,6,0,0.0
ANC,AS,7,12,1,0.0833
ANC,AS,9,5,1,0.2
ANC,AS,10,21,4,0.1905
ANC,AS,12,7,2,0.2857
ANC,AS,13,9,5,0.5556
ANC,AS,15,14,3,0.2143
ANC,AS,17,15,4,0.2667
ANC,AS,19,10,3,0.3
ANC,AS,22,6,0,0.0
ANC,AS,23,7,1,0.1429
ANC,DL,1,6,0,0.0
ANC,DL,6,6,0,0.0
ANC,DL,13,6,2,0.3333
ANC,UA,21,5,1,0.2
ANC,UA,23,5,0,0.0
ASE,OO,7,14,2,0.1429
ASE,OO,8,10,2,0.2
ASE,OO,9,5,1,0.2
ASE,OO,10,15,4,0.2667
ASE,OO,11,20,8,0.4
ASE,OO,12,20,12,0.6
ASE,OO,13,30,24,0.8
ASE,OO,14,5,5,1.0
ASE,OO,15,20,8,0.4
ASE,OO,16,15,4,0.2667
ASE,OO,17,5,2,0.4
ASE,OO,18,5,0,0.0
ASE,OO,19,10,2,0.2
ATL,9E,8,20,2,0.1
ATL,9E,9,69,7,0.1014
ATL,9E,10,19,3,0.1579
ATL,9E,11,43,5,0.1163
ATL,9E,12,22,2,0.0909
ATL,9E,13,38,4,0.1053
ATL,9E,14,21,2,0.0952
ATL,9E,15,54,5,0.0926
ATL,9E,16,22,0,0.0
ATL,9E,17,26,3,0.1154
ATL,9E,18,13,1,0.0769
ATL,9E,19,11,0,0.0
ATL,9E,20,26,2,0.0769
ATL,9E,21,56,1,0.0179
ATL,9E,22,21,1,0.0476
ATL,9E,23,5,0,0.0
ATL,AA,5,17,0,0.0
ATL,AA,6,6,0,0.0
ATL,AA,7,23,0,0.0
ATL,AA,8,6,1,0.1667
ATL,AA,11,17,3,0.1765
ATL,AA,12,8,3,0.375
ATL,AA,14,6,2,0.3333
ATL,AA,16,6,2,0.3333
ATL,AA,17,5,2,0.4
ATL,AA,18,12,4,0.3333
ATL,AA,19,6,0,0.0
ATL,AS,7,6,2,0.3333
ATL,AS,9,6,0,0.0
ATL,AS,18,5,0,0.0
ATL,B6,6,5,1,0.2
ATL,B6,7,7,2,0.2857
ATL,B6,10,6,1,0.1667
ATL,B6,12,5,2,0.4
ATL,B6,16,9,5,0.5556
ATL,B6,17,9,4,0.4444
ATL,B6,18,5,3,0.6
ATL,DL,7,71,2,0.0282
ATL,DL,8,266,13,0.0489
ATL,DL,9,246,20,0.0813
ATL,DL,10,213,12,0.0563
ATL,DL,11,211,20,0.0948
ATL,DL,12,151,7,0.0464
ATL,DL,13,132,13,0.0985
ATL,DL,14,169,15,0.0888
ATL,DL,15,213,14,0.0657
ATL,DL,16,135,11,0.0815
ATL,DL,17,117,6,0.0513
ATL,DL,18,162,18,0.1111
ATL,DL,19,167,20,0.1198
ATL,DL,20,73,5,0.0685
ATL,DL,21,233,21,0.0901
ATL,DL,22,349,26,0.0745
ATL,DL,23,34,5,0.1471
ATL,F9,5,7,0,0.0
ATL,F9,6,11,4,0.3636
ATL,F9,7,14,2,0.1429
ATL,F9,8,5,0,0.0
ATL,F9,9,5,0,0.0
ATL,F9,11,10,2,0.2
ATL,F9,12,11,2,0.1818
ATL,F9,14,12,2,0.1667
ATL,F9,15,9,4,0.4444
ATL,F9,16,12,1,0.0833
ATL,F9,17,12,1,0.0833
ATL,F9,18,12,0,0.0
ATL,F9,19,11,5,0.4545
ATL,F9,21,13,6,0.4615
ATL,F9,22,6,2,0.3333
ATL,MQ,18,6,2,0.3333
ATL,NK,5,12,1,0.0833
ATL,NK,6,23,2,0.087
ATL,NK,7,16,4,0.25
ATL,NK,8,8,1,0.125
ATL,NK,9,12,2,0.1667
ATL,NK,10,11,5,0.4545
ATL,NK,11,11,6,0.5455
ATL,NK,12,11,3,0.2727
ATL,NK,14,6,0,0.0
ATL,NK,15,12,4,0.3333
ATL,NK,16,14,3,0.2143
ATL,NK,18,12,2,0.1667
ATL,NK,19,10,5,0.5
ATL,NK,20,10,3,0.3
ATL,NK,21,14,12,0.8571
ATL,NK,22,11,6,0.5455
ATL,NK,23,6,5,0.8333
ATL,OH,9,5,1,0.2
ATL,OH,11,9,0,0.0
ATL,OH,13,5,0,0.0
ATL,OH,17,11,1,0.0909
ATL,OO,8,5,2,0.4
ATL,OO,9,11,1,0.0909
ATL,OO,10,5,0,0.0
ATL,OO,11,24,2,0.0833
ATL,OO,14,10,1,0.1
ATL,OO,15,8,1,0.125
ATL,OO,19,5,0,0.0
ATL,OO,20,10,0,0.0
ATL,OO,21,21,1,0.0476
ATL,OO,22,9,0,0.0
ATL,UA,6,10,1,0.1
ATL,UA,8,5,0,0.0
ATL,UA,9,5,0,0.0
ATL,UA,11,10,1,0.1
ATL,UA,13,5,0,0.0
ATL,UA,14,5,0,0.0
ATL,UA,15,5,0,0.0
ATL,UA,16,5,0,0.0
ATL,UA,17,5,0,0.0
ATL,UA,18,5,0,0.0
ATL,UA,19,5,0,0.0
ATL,WN,6,51,2,0.0392
ATL,WN,7,18,1,0.0556
ATL,WN,8,68,6,0.0882
ATL,WN,9,27,4,0.1481
ATL,WN,10,67,8,0.1194
ATL,WN,11,12,0,0.0
ATL,WN,12,15,6,0.4
ATL,WN,13,31,5,0.1613
ATL,WN,14,47,7,0.1489
ATL,WN,15,12,2,0.1667
ATL,WN,16,47,5,0.1064
ATL,WN,17,21,7,0.3333
ATL,WN,18,19,3,0.1579
ATL,WN,19,59,38,0.6441
ATL,WN,20,31,16,0.5161
ATL,WN,21,61,20,0.3279
ATL,WN,22,19,5,0.2632
ATL,YX,7,10,0,0.0
ATL,YX,19,5,1,0.2
ATW,9E,5,5,2,0.4
ATW,9E,7,6,0,0.0
ATW,9E,17,6,0,0.0
ATW,MQ,5,6,0,0.0
ATW,MQ,16,5,1,0.2
ATW,OO,6,10,0,0.0
ATW,OO,8,10,2,0.2
ATW,OO,12,5,1,0.2
ATW,OO,15,6,0,0.0
AUS,9E,10,5,3,0.6
AUS,AA,5,11,2,0.1818
AUS,AA,6,36,3,0.0833
AUS,AA,7,25,1,0.04
AUS,AA,8,27,2,0.0741
AUS,AA,10,6,3,0.5
AUS,AA,11,12,5,0.4167
AUS,AA,12,18,3,0.1667
AUS,AA,13,12,2,0.1667
AUS,AA,14,15,1,0.0667
AUS,AA,15,17,6,0.3529
AUS,AA,16,11,3,0.2727
AUS,AA,17,15,5,0.3333
AUS,AA,18,18,7,0.3889
AUS,AA,19,9,4,0.4444
AUS,AA,20,9,4,0.4444
AUS,AS,6,5,1,0.2
AUS,AS,7,12,6,0.5
AUS,AS,13,6,2,0.3333
AUS,AS,14,6,1,0.1667
AUS,AS,19,6,2,0.3333
AUS,B6,19,6,1,0.1667
AUS,DL,5,12,0,0.0
AUS,DL,6,18,0,0.0
AUS,DL,7,18,0,0.0
AUS,DL,10,6,1,0.1667
AUS,DL,11,11,1,0.0909
AUS,DL,12,12,0,0.0
AUS,DL,13,6,0,0.0
AUS,DL,15,13,0,0.0
AUS,DL,16,15,1,0.0667
AUS,DL,18,14,1,0.0714
AUS,G4,15,5,1,0.2
AUS,MQ,8,8,1,0.125
AUS,MQ,9,23,4,0.1739
AUS,MQ,10,16,1,0.0625
AUS,MQ,12,6,3,0.5
AUS,MQ,14,11,4,0.3636
AUS,MQ,15,11,3,0.2727
AUS,MQ,16,10,5,0.5
AUS,MQ,18,6,1,0.1667
AUS,MQ,19,17,6,0.3529
AUS,MQ,20,6,4,0.6667
AUS,MQ,21,6,2,0.3333
AUS,OO,8,5,1,0.2
AUS,OO,9,5,2,0.4
AUS,OO,15,5,2,0.4
AUS,OO,16,10,3,0.3
AUS,OO,18,5,2,0.4
AUS,OO,20,5,0,0.0
AUS,OO,21,5,3,0.6
AUS,UA,5,5,0,0.0
AUS,UA,6,9,2,0.2222
AUS,UA,7,24,2,0.0833
AUS,UA,8,5,1,0.2
AUS,UA,9,5,0,0.0
AUS,UA,12,5,0,0.0
AUS,UA,13,6,1,0.1667
AUS,UA,14,5,2,0.4
AUS,UA,15,6,1,0.1667
AUS,UA,16,15,6,0.4
AUS,UA,17,10,0,0.0
AUS,UA,19,5,2,0.4
AUS,WN,5,17,0,0.0
AUS,WN,6,44,0,0.0
AUS,WN,7,17,1,0.0588
AUS,WN,8,26,2,0.0769
AUS,WN,9,31,2,0.0645
AUS,WN,10,40,5,0.125
AUS,WN,11,16,2,0.125
AUS,WN,12,38,3,0.0789
AUS,WN,13,41,12,0.2927
AUS,WN,14,39,15,0.3846
AUS,WN,15,41,14,0.3415
AUS,WN,16,36,16,0.4444
AUS,WN,17,34,9,0.2647
AUS,WN,18,30,13,0.4333
AUS,WN,19,33,11,0.3333
AUS,WN,20,34,10,0.2941
AUS,WN,21,34,16,0.4706
AUS,WN,22,17,6,0.3529
AUS,YX,13,5,0,0.0
AVL,9E,10,5,2,0.4
AVL,9E,12,6,0,0.0
AVL,9E,14,6,1,0.1667
AVL,9E,17,5,0,0.0
AVL,AA,16,6,2,0.3333
AVL,DL,6,6,2,0.3333
AVL,DL,8,5,0,0.0
AVL,G4,6,6,2,0.3333
AVL,G4,7,6,3,0.5
AVL,G4,11,5,1,0.2
AVL,G4,12,8,1,0.125
AVL,G4,17,5,1,0.2
AVL,G4,18,5,3,0.6
AVL,G4,19,5,2,0.4
AVL,MQ,18,6,3,0.5
AVL,OH,6,5,0,0.0
AVL,OH,7,6,0,0.0
AVL,OH,9,6,3,0.5
AVL,OH,10,6,2,0.3333
AVL,OH,12,6,3,0.5
AVL,OH,14,5,0,0.0
AVL,OH,16,6,1,0.1667
AVL,OO,15,5,0,0.0
AVL,YX,6,5,0,0.0
AVL,YX,13,10,2,0.2
AVL,YX,15,5,0,0.0
AVP,AA,6,6,1,0.1667
AVP,AA,17,5,1,0.2
AVP,OH,11,5,0,0.0
AZA,G4,6,15,0,0.0
AZA,G4,7,18,3,0.1667
AZA,G4,8,13,2,0.1538
AZA,G4,10,6,0,0.0
AZA,G4,11,7,0,0.0
AZA,G4,12,8,0,0.0
AZA,G4,14,11,5,0.4545
AZA,G4,15,20,5,0.25
AZA,G4,16,15,5,0.3333
AZA,G4,17,8,3,0.375
AZO,9E,6,6,0,0.0
AZO,9E,14,6,1,0.1667
BDL,9E,13,6,1,0.1667
BDL,AA,5,6,1,0.1667
BDL,AA,6,11,2,0.1818
BDL,AA,7,12,3,0.25
BDL,AA,10,6,0,0.0
BDL,AA,15,6,1,0.1667
BDL,B6,6,8,3,0.375
BDL,B6,7,9,0,0.0
BDL,B6,10,8,0,0.0
BDL,B6,12,6,0,0.0
BDL,B6,15,6,2,0.3333
BDL,B6,20,8,5,0.625
BDL,DL,5,12,2,0.1667
BDL,DL,6,6,2,0.3333
BDL,DL,11,6,0,0.0
BDL,DL,14,11,0,0.0
BDL,DL,18,6,1,0.1667
BDL,MQ,17,6,1,0.1667
BDL,OH,5,5,0,0.0
BDL,OH,12,5,1,0.2
BDL,OH,15,5,0,0.0
BDL,OH,17,5,0,0.0
BDL,UA,6,10,1,0.1
BDL,UA,7,5,0,0.0
BDL,UA,16,5,0,0.0
BDL,WN,6,9,0,0.0
BDL,WN,7,5,0,0.0
BDL,WN,12,6,0,0.0
BDL,WN,17,10,5,0.5
BET,AS,12,5,2,0.4
BET,AS,19,5,2,0.4
BFF,OO,18,5,0,0.0
BFL,AA,5,6,1,0.1667
BFL,AA,12,6,2,0.3333
BFL,OO,5,5,0,0.0
BFL,OO,6,9,0,0.0
BFL,OO,12,5,3,0.6
BGM,9E,7,6,0,0.0
BGR,9E,7,6,0,0.0
BGR,9E,13,5,0,0.0
BGR,OH,5,5,0,0.0
BGR,OH,12,6,1,0.1667
BGR,OH,16,5,0,0.0
BGR,YX,8,5,0,0.0
BHM,9E,10,8,1,0.125
BHM,AA,6,6,0,0.0
BHM,AA,12,6,0,0.0
BHM,DL,9,5,0,0.0
BHM,DL,13,6,0,0.0
BHM,DL,15,6,0,0.0
BHM,DL,17,6,1,0.1667
BHM,MQ,6,6,0,0.0
BHM,MQ,9,5,0,0.0
BHM,MQ,17,6,2,0.3333
BHM,MQ,18,6,2,0.3333
BHM,OH,5,5,0,0.0
BHM,OH,6,5,0,0.0
BHM,OH,7,6,0,0.0
BHM,OH,10,10,1,0.1
BHM,OH,12,5,0,0.0
BHM,OH,13,6,0,0.0
BHM,OH,15,8,1,0.125
BHM,OO,8,5,1,0.2
BHM,OO,15,5,0,0.0
BHM,WN,5,6,0,0.0
BHM,WN,6,9,0,0.0
BHM,WN,7,5,2,0.4
BHM,WN,10,5,0,0.0
BHM,WN,11,5,2,0.4
BHM,WN,13,5,0,0.0
BHM,WN,14,5,0,0.0
BHM,WN,17,5,2,0.4
BHM,YX,14,5,0,0.0
BIH,OO,13,5,1,0.2
BIH,OO,15,5,1,0.2
BIL,DL,5,6,0,0.0
BIL,DL,6,6,0,0.0
BIL,MQ,6,6,0,0.0
BIL,MQ,8,6,0,0.0
BIL,MQ,13,6,1,0.1667
BIL,UA,7,5,1,0.2
BIL,UA,14,5,0,0.0
BIS,DL,5,6,0,0.0
BIS,MQ,14,6,0,0.0
BIS,OO,7,5,0,0.0
BIS,OO,9,5,1,0.2
BIS,OO,13,10,0,0.0
BIS,OO,17,9,0,0.0
BLI,G4,7,5,0,0.0
BLI,G4,15,5,0,0.0
BLI,OO,5,5,1,0.2
BLI,OO,12,5,3,0.6
BLI,WN,5,5,1,0.2
BLI,WN,17,5,0,0.0
BMI,9E,6,6,0,0.0
BMI,9E,16,6,0,0.0
BMI,MQ,6,6,0,0.0
BMI,MQ,15,6,0,0.0
BNA,9E,9,6,0,0.0
BNA,9E,13,5,0,0.0
BNA,AA,5,24,0,0.0
BNA,AA,7,17,1,0.0588
BNA,AA,8,6,0,0.0
BNA,AA,9,5,1,0.2
BNA,AA,10,6,1,0.1667
BNA,AA,11,6,1,0.1667
BNA,AA,13,6,1,0.1667
BNA,AA,15,6,1,0.1667
BNA,AA,16,12,2,0.1667
BNA,AA,17,12,6,0.5
BNA,AA,18,5,1,0.2
BNA,AA,19,8,3,0.375
BNA,AS,7,6,1,0.1667
BNA,AS,18,6,1,0.1667
BNA,B6,8,6,0,0.0
BNA,DL,5,6,0,0.0
BNA,DL,6,18,1,0.0556
BNA,DL,7,18,0,0.0
BNA,DL,9,5,0,0.0
BNA,DL,10,13,0,0.0
BNA,DL,11,6,1,0.1667
BNA,DL,14,9,0,0.0
BNA,DL,15,5,0,0.0
BNA,DL,16,5,0,0.0
BNA,DL,17,16,1,0.0625
BNA,DL,18,6,0,0.0
BNA,DL,19,5,0,0.0
BNA,G4,6,7,0,0.0
BNA,G4,7,6,1,0.1667
BNA,G4,8,5,0,0.0
BNA,G4,10,5,1,0.2
BNA,G4,12,7,1,0.1429
BNA,G4,13,8,0,0.0
BNA,G4,17,7,1,0.1429
BNA,G4,18,8,2,0.25
BNA,MQ,6,5,0,0.0
BNA,MQ,7,6,1,0.1667
BNA,MQ,10,10,2,0.2
BNA,MQ,12,12,3,0.25
BNA,MQ,13,6,2,0.3333
BNA,MQ,16,6,0,0.0
BNA,MQ,17,7,3,0.4286
BNA,NK,5,6,2,0.3333
BNA,NK,6,10,0,0.0
BNA,NK,7,6,0,0.0
BNA,NK,11,6,2,0.3333
BNA,NK,16,9,3,0.3333
BNA,NK,20,9,2,0.2222
BNA,NK,21,5,4,0.8
BNA,OH,6,5,1,0.2
BNA,OH,10,5,1,0.2
BNA,OH,12,6,1,0.1667
BNA,OH,14,5,0,0.0
BNA,OH,16,10,0,0.0
BNA,OH,17,5,3,0.6
BNA,OO,5,5,0,0.0
BNA,OO,6,10,0,0.0
BNA,OO,7,5,0,0.0
BNA,OO,8,5,2,0.4
BNA,OO,10,5,0,0.0
BNA,OO,14,5,1,0.2
BNA,OO,15,5,1,0.2
BNA,UA,6,9,1,0.1111
BNA,UA,13,6,1,0.1667
BNA,UA,14,5,2,0.4
BNA,UA,16,5,0,0.0
BNA,UA,17,5,0,0.0
BNA,UA,18,10,0,0.0
BNA,UA,19,5,0,0.0
BNA,WN,5,43,2,0.0465
BNA,WN,6,27,0,0.0
BNA,WN,7,18,0,0.0
BNA,WN,8,63,7,0.1111
BNA,WN,9,25,7,0.28
BNA,WN,10,67,9,0.1343
BNA,WN,11,26,1,0.0385
BNA,WN,12,53,12,0.2264
BNA,WN,13,44,8,0.1818
BNA,WN,14,21,4,0.1905
BNA,WN,15,47,11,0.234
BNA,WN,16,44,14,0.3182
BNA,WN,17,31,6,0.1935
BNA,WN,18,22,0,0.0
BNA,WN,19,55,6,0.1091
BNA,WN,20,54,16,0.2963
BNA,WN,21,59,14,0.2373
BNA,WN,22,11,2,0.1818
BNA,YX,6,5,0,0.0
BNA,YX,7,13,2,0.1538
BNA,YX,10,11,1,0.0909
BNA,YX,12,10,0,0.0
BNA,YX,13,7,0,0.0
BNA,YX,14,10,0,0.0
BNA,YX,17,5,0,0.0
BNA,YX,18,5,0,0.0
BOI,AA,6,6,0,0.0
BOI,AA,11,5,0,0.0
BOI,AA,15,6,1,0.1667
BOI,AS,8,6,0,0.0
BOI,AS,15,6,0,0.0
BOI,DL,5,6,0,0.0
BOI,DL,6,6,0,0.0
BOI,DL,11,5,1,0.2
BOI,DL,13,6,0,0.0
BOI,DL,14,12,0,0.0
BOI,DL,18,5,0,0.0
BOI,MQ,6,6,0,0.0
BOI,MQ,13,6,1,0.1667
BOI,NK,21,5,1,0.2
BOI,OO,6,10,0,0.0
BOI,OO,8,20,0,0.0
BOI,OO,10,10,1,0.1
BOI,OO,11,9,2,0.2222
BOI,OO,12,5,1,0.2
BOI,OO,14,5,0,0.0
BOI,OO,16,5,1,0.2
BOI,OO,17,6,0,0.0
BOI,OO,18,8,0,0.0
BOI,OO,19,14,2,0.1429
BOI,OO,20,5,1,0.2
BOI,UA,6,5,0,0.0
BOI,UA,12,5,0,0.0
BOI,UA,14,9,0,0.0
BOI,WN,6,10,0,0.0
BOI,WN,7,9,0,0.0
BOI,WN,11,6,0,0.0
BOI,WN,12,5,0,0.0
BOI,WN,13,10,0,0.0
BOI,WN,17,6,1,0.1667
BOI,WN,18,10,1,0.1
BOS,9E,10,5,0,0.0
BOS,AA,5,28,0,0.0
BOS,AA,6,24,0,0.0
BOS,AA,7,30,4,0.1333
BOS,AA,8,17,1,0.0588
BOS,AA,9,17,2,0.1176
BOS,AA,10,17,4,0.2353
BOS,AA,12,29,3,0.1034
BOS,AA,14,14,4,0.2857
BOS,AA,15,9,1,0.1111
BOS,AA,16,12,3,0.25
BOS,AA,17,20,6,0.3
BOS,AA,18,14,3,0.2143
BOS,AA,19,9,2,0.2222
BOS,AS,9,6,0,0.0
BOS,AS,17,11,5,0.4545
BOS,AS,18,6,6,1.0
BOS,AS,19,6,0,0.0
BOS,B6,5,16,0,0.0
BOS,B6,6,67,6,0.0896
BOS,B6,7,48,4,0.0833
BOS,B6,8,40,7,0.175
BOS,B6,9,29,7,0.2414
BOS,B6,10,32,9,0.2812
BOS,B6,11,19,3,0.1579
BOS,B6,12,32,6,0.1875
BOS,B6,13,27,5,0.1852
BOS,B6,14,29,9,0.3103
BOS,B6,15,22,8,0.3636
BOS,B6,16,47,13,0.2766
BOS,B6,17,48,21,0.4375
BOS,B6,18,34,9,0.2647
BOS,B6,19,41,15,0.3659
BOS,B6,20,21,10,0.4762
BOS,B6,21,21,5,0.2381
BOS,B6,22,6,3,0.5
BOS,DL,5,13,0,0.0
BOS,DL,6,22,1,0.0455
BOS,DL,7,74,9,0.1216
BOS,DL,8,41,7,0.1707
BOS,DL,10,24,8,0.3333
BOS,DL,11,14,1,0.0714
BOS,DL,12,12,2,0.1667
BOS,DL,13,12,2,0.1667
BOS,DL,14,14,3,0.2143
BOS,DL,15,23,1,0.0435
BOS,DL,16,25,9,0.36
BOS,DL,17,19,2,0.1053
BOS,DL,18,28,3,0.1071
BOS,DL,19,9,2,0.2222
BOS,MQ,7,5,0,0.0
BOS,MQ,11,6,2,0.3333
BOS,MQ,15,7,1,0.1429
BOS,MQ,18,6,1,0.1667
BOS,NK,5,11,1,0.0909
BOS,NK,10,6,4,0.6667
BOS,NK,12,15,6,0.4
BOS,NK,15,11,6,0.5455
BOS,NK,18,10,2,0.2
BOS,NK,19,7,2,0.2857
BOS,NK,21,10,5,0.5
BOS,UA,5,5,1,0.2
BOS,UA,6,14,0,0.0
BOS,UA,7,15,1,0.0667
BOS,UA,8,10,0,0.0
BOS,UA,9,19,1,0.0526
BOS,UA,11,14,1,0.0714
BOS,UA,13,9,0,0.0
BOS,UA,14,5,0,0.0
BOS,UA,15,15,0,0.0
BOS,UA,16,10,0,0.0
BOS,UA,17,10,2,0.2
BOS,UA,18,15,0,0.0
BOS,UA,20,5,0,0.0
BOS,WN,5,11,0,0.0
BOS,WN,6,9,0,0.0
BOS,WN,7,5,0,0.0
BOS,WN,10,6,2,0.3333
BOS,WN,12,6,2,0.3333
BOS,WN,13,5,0,0.0
BOS,WN,14,5,3,0.6
BOS,WN,17,5,4,0.8
BOS,WN,18,5,1,0.2
BOS,WN,19,6,3,0.5
BOS,WN,20,5,1,0.2
BOS,WN,21,5,2,0.4
BOS,YX,7,23,3,0.1304
BOS,YX,8,12,1,0.0833
BOS,YX,9,14,0,0.0
BOS,YX,10,12,1,0.0833
BOS,YX,11,19,2,0.1053
BOS,YX,12,25,2,0.08
BOS,YX,13,9,1,0.1111
BOS,YX,14,6,0,0.0
BOS,YX,15,10,1,0.1
BOS,YX,16,5,0,0.0
BOS,YX,17,12,1,0.0833
BOS,YX,18,14,0,0.0
BOS,YX,19,5,0,0.0
BPT,MQ,6,5,2,0.4
BPT,MQ,14,6,0,0.0
BQK,OO,6,5,1,0.2
BQK,OO,13,5,1,0.2
BQN,B6,3,6,0,0.0
BQN,B6,6,7,1,0.1429
BQN,B6,19,5,1,0.2
BQN,F9,3,6,3,0.5
BQN,UA,1,5,0,0.0
BRD,OO,16,5,0,0.0
BRO,MQ,10,6,1,0.1667
BRO,OO,14,5,0,0.0
BTR,DL,6,6,0,0.0
BTR,MQ,7,6,1,0.1667
BTR,MQ,14,6,0,0.0
BTR,OH,5,5,1,0.2
BTR,OH,7,5,1,0.2
BTR,OH,10,5,0,0.0
BTR,OH,12,6,2,0.3333
BTR,OO,17,9,0,0.0
BTV,9E,7,5,0,0.0
BTV,9E,14,5,0,0.0
BTV,DL,5,6,0,0.0
BTV,OH,5,13,0,0.0
BTV,OH,16,6,2,0.3333
BTV,UA,6,10,0,0.0
BTV,UA,9,5,0,0.0
BTV,UA,14,5,0,0.0
BTV,UA,15,5,1,0.2
BTV,YX,12,5,0,0.0
BUF,9E,6,5,0,0.0
BUF,9E,11,5,0,0.0
BUF,9E,17,5,0,0.0
BUF,9E,18,5,2,0.4
BUF,AA,6,18,3,0.1667
BUF,AA,11,6,1,0.1667
BUF,B6,7,6,2,0.3333
BUF,B6,10,5,1,0.2
BUF,B6,17,6,1,0.1667
BUF,DL,6,12,0,0.0
BUF,DL,7,6,0,0.0
BUF,DL,14,5,0,0.0
BUF,OH,5,6,0,0.0
BUF,OH,12,5,1,0.2
BUF,UA,6,10,0,0.0
BUF,WN,5,6,0,0.0
BUF,WN,6,6,0,0.0
BUF,WN,8,8,0,0.0
BUF,WN,11,10,2,0.2
BUF,WN,12,8,3,0.375
BUF,WN,15,9,2,0.2222
BUF,WN,17,5,3,0.6
BUF,WN,19,8,2,0.25
BUF,YX,17,7,0,0.0
BUR,AA,7,6,0,0.0
BUR,AA,12,6,2,0.3333
BUR,AA,13,6,2,0.3333
BUR,AS,7,12,0,0.0
BUR,AS,10,12,0,0.0
