origin,dest,op_unique_carrier,flights_2024
PHL,RDU,F9,12
PHL,RSW,AA,18
PHL,RSW,F9,15
PHL,RSW,NK,2
PHL,SAN,AA,12
PHL,SAV,OH,10
PHL,SEA,AA,6
PHL,SEA,AS,6
PHL,SFO,AA,12
PHL,SFO,UA,5
PHL,SJU,AA,18
PHL,SJU,F9,15
PHL,SJU,NK,6
PHL,SLC,AA,6
PHL,SLC,DL,6
PHL,SRQ,AA,6
PHL,SRQ,F9,6
PHL,STL,AA,6
PHL,STL,WN,11
PHL,STT,AA,6
PHL,TPA,AA,24
PHL,TPA,F9,17
PHL,TPA,NK,6
PHL,TPA,WN,1
PHL,TYS,OH,5
PHX,ABQ,AA,10
PHX,ABQ,OO,13
PHX,ABQ,WN,25
PHX,ANC,AS,6
PHX,ASE,OO,5
PHX,ATL,AA,12
PHX,ATL,DL,36
PHX,ATL,F9,4
PHX,ATL,WN,5
PHX,AUS,AA,24
PHX,AUS,WN,30
PHX,AVL,G4,2
PHX,BFL,AA,6
PHX,BFL,OO,8
PHX,BIL,MQ,6
PHX,BNA,AA,6
PHX,BNA,F9,3
PHX,BNA,WN,25
PHX,BOI,MQ,12
PHX,BOI,OO,10
PHX,BOI,WN,6
PHX,BOS,AA,24
PHX,BOS,B6,6
PHX,BOS,DL,6
PHX,BUR,AA,14
PHX,BUR,WN,35
PHX,BWI,F9,3
PHX,BWI,WN,15
PHX,CID,AA,6
PHX,CLE,AA,6
PHX,CLE,F9,6
PHX,CLT,AA,46
PHX,CMH,AA,12
PHX,CMH,WN,6
PHX,COS,WN,15
PHX,CVG,AA,6
PHX,CVG,F9,5
PHX,DAL,WN,45
PHX,DCA,AA,18
PHX,DEN,AA,18
PHX,DEN,F9,24
PHX,DEN,UA,38
PHX,DEN,WN,64
PHX,DFW,AA,76
PHX,DFW,F9,6
PHX,DFW,NK,6
PHX,DRO,OO,13
PHX,DSM,AA,12
PHX,DTW,AA,6
PHX,DTW,DL,22
PHX,DTW,F9,6
PHX,EGE,OO,5
PHX,ELP,AA,6
PHX,ELP,OO,16
PHX,ELP,WN,16
PHX,EUG,AA,6
PHX,EUG,OO,5
PHX,EWR,AA,18
PHX,EWR,NK,12
PHX,EWR,UA,20
PHX,FAR,MQ,6
PHX,FAT,AA,10
PHX,FAT,OO,8
PHX,FLG,OO,13
PHX,FLL,NK,6
PHX,FSD,MQ,2
PHX,FSD,OO,4
PHX,GEG,AA,12
PHX,GEG,WN,6
PHX,GJT,OO,15
PHX,GRR,AA,6
PHX,HNL,AA,12
PHX,HNL,HA,6
PHX,HNL,WN,5
PHX,HOU,WN,30
PHX,IAD,UA,10
PHX,IAH,F9,4
PHX,IAH,MQ,6
PHX,IAH,OO,5
PHX,IAH,UA,20
PHX,ICT,OO,5
PHX,ICT,WN,1
PHX,IDA,OO,5
PHX,IND,AA,11
PHX,IND,WN,10
PHX,JAX,AA,6
PHX,JFK,AA,17
PHX,JFK,B6,6
PHX,JFK,DL,14
PHX,KOA,AA,12
PHX,LAS,AA,26
PHX,LAS,F9,14
PHX,LAS,NK,8
PHX,LAS,WN,53
PHX,LAX,AA,30
PHX,LAX,OO,19
PHX,LAX,UA,10
PHX,LAX,WN,30
PHX,LBB,OO,5
PHX,LGA,DL,1
PHX,LGB,WN,16
PHX,LIH,AA,12
PHX,MAF,OO,5
PHX,MCI,AA,6
PHX,MCI,F9,1
PHX,MCI,MQ,6
PHX,MCI,OO,5
PHX,MCI,WN,25
PHX,MCO,AA,16
PHX,MCO,F9,6
PHX,MCO,WN,5
PHX,MDW,F9,4
PHX,MDW,WN,40
PHX,MEM,AA,6
PHX,MFR,OO,13
PHX,MIA,AA,30
PHX,MKE,AA,12
PHX,MKE,WN,10
PHX,MRY,AA,2
PHX,MRY,OO,11
PHX,MSN,AA,6
PHX,MSP,AA,6
PHX,MSP,DL,35
PHX,MSP,F9,2
PHX,MSP,WN,5
PHX,MSY,AA,6
PHX,MSY,WN,5
PHX,OAK,WN,30
PHX,OGG,AA,12
PHX,OGG,WN,5
PHX,OKC,OO,15
PHX,OKC,WN,10
PHX,OMA,AA,12
PHX,OMA,OO,3
PHX,OMA,WN,15
PHX,ONT,AA,6
PHX,ONT,F9,6
PHX,ONT,MQ,6
PHX,ONT,OO,8
PHX,ONT,WN,25
PHX,ORD,AA,42
PHX,ORD,F9,4
PHX,ORD,NK,6
PHX,ORD,UA,35
PHX,ORD,WN,15
PHX,PAE,AS,6
PHX,PDX,AA,14
PHX,PDX,AS,14
PHX,PDX,F9,5
PHX,PDX,OO,5
PHX,PDX,WN,15
PHX,PHL,AA,36
PHX,PIT,AA,6
PHX,PIT,WN,5
PHX,PSP,AA,12
PHX,PSP,OO,8
PHX,PVU,G4,1
PHX,RDM,OO,13
PHX,RDU,AA,6
PHX,RDU,WN,1
PHX,RNO,AA,19
PHX,RNO,OO,2
PHX,RNO,WN,11
PHX,SAF,OO,5
PHX,SAN,AA,32
PHX,SAN,F9,12
PHX,SAN,WN,50
PHX,SAT,AA,22
PHX,SAT,WN,20
PHX,SBA,AA,12
PHX,SBA,OO,5
PHX,SBP,AA,6
PHX,SBP,OO,10
PHX,SCK,G4,2
PHX,SDF,WN,5
PHX,SEA,AA,4
PHX,SEA,AS,53
PHX,SEA,DL,28
PHX,SEA,F9,3
PHX,SEA,OO,10
PHX,SEA,WN,11
PHX,SFO,AA,16
PHX,SFO,F9,6
PHX,SFO,OO,8
PHX,SFO,UA,15
PHX,SFO,WN,15
PHX,SGU,OO,10
PHX,SJC,MQ,12
PHX,SJC,OO,3
PHX,SJC,WN,26
PHX,SLC,AA,10
PHX,SLC,DL,24
PHX,SLC,F9,12
PHX,SLC,MQ,6
PHX,SLC,OO,21
PHX,SLC,WN,25
PHX,SMF,AA,10
PHX,SMF,OO,13
PHX,SMF,WN,29
PHX,SNA,AA,26
PHX,SNA,F9,6
PHX,SNA,WN,35
PHX,STL,AA,12
PHX,STL,MQ,4
PHX,STL,WN,20
PHX,STS,OO,10
PHX,TPA,AA,12
PHX,TPA,WN,5
PHX,TUL,OO,5
PHX,TUL,WN,5
PHX,TUS,AA,12
PHX,TUS,OO,36
PHX,TYS,G4,2
PHX,XNA,MQ,6
PHX,YUM,OO,13
PIA,AZA,G4,4
PIA,BNA,G4,2
PIA,CLT,OH,11
PIA,DEN,G4,2
PIA,DFW,MQ,12
PIA,LAS,G4,2
PIA,ORD,OO,5
PIA,PGD,G4,4
PIA,PIE,G4,4
PIA,SFB,G4,2
PIA,SRQ,G4,1
PIB,IAH,OO,5
PIB,MEI,OO,3
PIE,ABE,G4,6
PIE,ALB,G4,2
PIE,ATW,G4,4
PIE,AVL,G4,11
PIE,BGR,G4,4
PIE,BLV,G4,3
PIE,BMI,G4,2
PIE,BNA,G4,3
PIE,CAK,G4,1
PIE,CHA,G4,1
PIE,CID,G4,4
PIE,CKB,G4,2
PIE,CVG,G4,6
PIE,DAY,G4,2
PIE,DSM,G4,2
PIE,ELM,G4,2
PIE,EYW,G4,2
PIE,FAR,G4,2
PIE,FNT,G4,6
PIE,FSD,G4,2
PIE,FWA,G4,4
PIE,GRR,G4,7
PIE,GSO,G4,2
PIE,GSP,G4,2
PIE,HGR,G4,1
PIE,HTS,G4,2
PIE,IAG,G4,3
PIE,IND,G4,5
PIE,LCK,G4,3
PIE,LEX,G4,4
PIE,MDT,G4,3
PIE,MEM,G4,1
PIE,MLI,G4,2
PIE,OMA,G4,4
PIE,PBG,G4,3
PIE,PIA,G4,4
PIE,PIT,G4,3
PIE,PVU,G4,2
PIE,RFD,G4,2
PIE,RIC,G4,2
PIE,ROA,G4,3
PIE,SBN,G4,4
PIE,SDF,G4,2
PIE,SGF,G4,4
PIE,SWF,G4,2
PIE,SYR,G4,3
PIE,TOL,G4,3
PIE,TRI,G4,2
PIE,TUL,G4,1
PIE,TVC,G4,2
PIE,TYS,G4,8
PIE,USA,G4,6
PIE,XNA,G4,2
PIH,SLC,OO,10
PIT,ATL,DL,29
PIT,ATL,WN,15
PIT,AUS,WN,5
PIT,BNA,G4,3
PIT,BNA,WN,10
PIT,BOS,B6,17
PIT,BOS,YX,5
PIT,BWI,WN,15
PIT,CLT,AA,27
PIT,DAL,WN,5
PIT,DCA,MQ,6
PIT,DCA,YX,10
PIT,DEN,UA,10
PIT,DEN,WN,15
PIT,DFW,AA,22
PIT,DTW,9E,2
PIT,DTW,OO,8
PIT,DTW,YX,4
PIT,EWR,NK,6
PIT,EWR,YX,12
PIT,EYW,G4,2
PIT,FLL,NK,12
PIT,FLL,WN,5
PIT,HOU,WN,5
PIT,IAD,YX,5
PIT,IAH,UA,10
PIT,JAX,G4,2
PIT,JFK,9E,6
PIT,JFK,YX,10
PIT,LAS,NK,6
PIT,LAS,WN,5
PIT,LAX,NK,6
PIT,LGA,9E,1
PIT,LGA,YX,18
PIT,MCO,F9,2
PIT,MCO,NK,18
PIT,MCO,WN,20
PIT,MDW,WN,20
PIT,MIA,AA,6
PIT,MIA,MQ,5
PIT,MIA,NK,6
PIT,MLB,G4,2
PIT,MSP,DL,6
PIT,MSP,OO,9
PIT,ORD,AA,10
PIT,ORD,OO,9
PIT,ORD,UA,5
PIT,ORD,YX,10
PIT,PBI,G4,2
PIT,PGD,G4,4
PIT,PHL,AA,11
PIT,PHL,YX,5
PIT,PHX,AA,6
PIT,PHX,WN,5
PIT,PIE,G4,3
PIT,RDU,YX,10
PIT,RSW,NK,4
PIT,RSW,WN,6
PIT,SAV,G4,2
PIT,SEA,AS,6
PIT,SFB,G4,2
PIT,SFO,UA,5
PIT,SRQ,G4,3
PIT,SRQ,WN,1
PIT,STL,WN,5
PIT,TPA,NK,6
PIT,TPA,WN,10
PLN,DTW,OO,8
PNS,ATL,9E,4
PNS,ATL,DL,29
PNS,BNA,WN,10
PNS,CLT,AA,12
PNS,CLT,OH,15
PNS,DAL,WN,6
PNS,DCA,OH,10
PNS,DEN,F9,5
PNS,DFW,AA,12
PNS,DFW,MQ,9
PNS,FLL,NK,6
PNS,HOU,WN,5
PNS,IAH,UA,5
PNS,LGA,9E,6
PNS,MCO,NK,7
PNS,MIA,MQ,12
PNS,ORD,OO,3
PNS,ORD,UA,5
PPG,HNL,HA,3
PRC,DEN,OO,5
PRC,LAX,OO,5
PSC,AZA,G4,4
PSC,DEN,OO,10
PSC,LAS,G4,3
PSC,MSP,DL,6
PSC,SEA,AS,12
PSC,SEA,OO,14
PSC,SFO,OO,10
PSC,SLC,OO,14
PSE,JFK,B6,6
PSE,MCO,B6,12
PSE,MCO,F9,6
PSG,JNU,AS,5
PSG,WRG,AS,5
PSM,PGD,G4,6
PSM,SFB,G4,3
PSP,ATL,DL,6
PSP,AUS,MQ,6
PSP,BLI,G4,2
PSP,DEN,OO,5
PSP,DEN,UA,10
PSP,DEN,WN,6
PSP,DFW,AA,18
PSP,DFW,MQ,3
PSP,IAH,UA,5
PSP,JFK,AS,6
PSP,JFK,B6,3
PSP,LAS,WN,15
PSP,LAX,OO,5
PSP,MSP,DL,12
PSP,OAK,WN,10
PSP,ORD,AA,6
PSP,ORD,UA,5
PSP,PDX,AS,6
PSP,PDX,OO,5
PSP,PHX,AA,12
PSP,PHX,OO,8
PSP,SEA,AS,22
PSP,SEA,DL,6
PSP,SEA,OO,5
PSP,SFO,OO,25
PSP,SFO,UA,10
PSP,SJC,WN,5
PSP,SLC,OO,14
PSP,SMF,WN,10
PVD,ATL,DL,12
PVD,BNA,G4,2
PVD,BWI,WN,29
PVD,CLT,AA,23
PVD,DCA,OH,12
PVD,DCA,WN,10
PVD,DCA,YX,3
PVD,DTW,9E,12
PVD,FLL,B6,6
PVD,IAD,YX,5
PVD,LGA,9E,6
PVD,MCO,B6,9
PVD,MCO,WN,15
PVD,MDW,WN,6
PVD,ORD,MQ,9
PVD,PBI,B6,6
PVD,PGD,G4,4
PVD,PHL,OH,5
PVD,PHL,YX,5
PVD,TPA,WN,6
PVU,AUS,G4,2
PVU,AZA,G4,14
PVU,BNA,G4,2
PVU,HOU,G4,2
PVU,LAS,G4,2
PVU,LAX,G4,2
PVU,MDW,G4,2
PVU,PDX,G4,2
PVU,PHX,G4,1
PVU,PIE,G4,2
PVU,SAN,G4,2
PVU,SFB,G4,2
PVU,SNA,G4,8
PWM,ATL,DL,6
PWM,BWI,WN,16
PWM,CLT,AA,6
PWM,DCA,AA,3
PWM,DCA,OH,13
PWM,DTW,9E,6
PWM,EWR,UA,5
PWM,EWR,YX,5
PWM,IAD,YX,10
PWM,LGA,9E,11
PWM,MCO,F9,6
PWM,ORD,OO,2
PWM,ORD,UA,3
PWM,PHL,OH,5
RAP,AZA,G4,6
RAP,DEN,OO,20
RAP,DEN,UA,5
RAP,DFW,MQ,12
RAP,LAS,G4,2
RAP,MSP,OO,14
RDD,LAX,OO,5
RDD,SFO,OO,10
RDM,DEN,UA,10
RDM,LAX,OO,5
RDM,PHX,OO,13
RDM,SEA,AS,12
RDM,SEA,OO,10
RDM,SFO,OO,10
RDM,SFO,UA,5
RDM,SLC,OO,15
RDU,ATL,DL,46
RDU,ATL,F9,5
RDU,ATL,WN,15
RDU,AUS,9E,5
RDU,AUS,AA,6
RDU,AUS,MQ,6
RDU,AUS,WN,5
RDU,BNA,WN,15
RDU,BNA,YX,10
RDU,BOS,B6,17
RDU,BOS,DL,15
RDU,BWI,WN,26
RDU,CLT,AA,57
RDU,CVG,YX,5
RDU,DAL,WN,5
RDU,DCA,AA,3
RDU,DCA,OH,12
RDU,DCA,YX,3
RDU,DEN,F9,5
RDU,DEN,UA,14
RDU,DEN,WN,9
RDU,DFW,AA,34
RDU,DFW,F9,1
RDU,DTW,DL,18
RDU,EWR,9E,5
RDU,EWR,UA,15
RDU,FLL,9E,6
RDU,FLL,B6,6
RDU,FLL,DL,6
RDU,FLL,NK,6
RDU,FLL,WN,5
RDU,HOU,WN,5
RDU,IAD,UA,10
RDU,IAH,UA,10
RDU,JFK,9E,17
RDU,JFK,AA,6
RDU,JFK,B6,12
RDU,JFK,YX,6
RDU,LAS,DL,5
RDU,LAX,AA,5
RDU,LAX,DL,6
RDU,LGA,9E,18
RDU,LGA,YX,14
RDU,MCO,B6,6
RDU,MCO,DL,13
RDU,MCO,F9,12
RDU,MCO,WN,10
RDU,MDW,WN,15
RDU,MIA,9E,6
RDU,MIA,AA,27
RDU,MIA,DL,6
RDU,MIA,MQ,6
RDU,MSP,DL,13
RDU,ORD,AA,11
RDU,ORD,MQ,6
RDU,ORD,UA,15
RDU,ORD,YX,5
RDU,PHL,AA,17
RDU,PHL,F9,12
RDU,PHX,AA,6
RDU,PHX,WN,1
RDU,PIT,YX,10
RDU,SEA,AS,6
RDU,SEA,DL,6
RDU,SFO,UA,9
RDU,SJU,B6,6
RDU,SJU,F9,9
RDU,SLC,DL,6
RDU,STL,WN,6
RDU,TPA,DL,6
RDU,TPA,MQ,6
RDU,TPA,WN,6
RFD,AZA,G4,3
RFD,LAS,G4,2
RFD,PGD,G4,4
RFD,PIE,G4,2
RFD,SFB,G4,3
RFD,SRQ,G4,4
RHI,MSP,OO,9
RIC,ATL,DL,29
RIC,ATL,WN,15
RIC,BNA,G4,3
RIC,BOS,B6,11
RIC,BOS,YX,5
RIC,CLT,AA,39
RIC,DEN,UA,5
RIC,DEN,WN,5
RIC,DFW,AA,16
RIC,DTW,9E,16
RIC,FLL,B6,6
RIC,FLL,NK,6
RIC,IAH,UA,5
RIC,JFK,9E,7
RIC,LAS,NK,5
RIC,LGA,9E,6
RIC,LGA,YX,9
RIC,MCO,B6,8
RIC,MCO,NK,6
RIC,MDW,WN,5
RIC,MIA,AA,6
RIC,MIA,MQ,6
RIC,ORD,MQ,3
RIC,ORD,UA,5
RIC,PGD,G4,1
RIC,PIE,G4,2
RIC,RSW,NK,2
RIC,SFB,G4,2
RIC,TPA,NK,4
RIW,DEN,OO,6
RKS,DEN,OO,6
RNO,AUS,MQ,5
RNO,BUR,WN,5
RNO,DAL,WN,1
RNO,DEN,UA,20
RNO,DEN,WN,15
RNO,DFW,AA,21
RNO,IAH,UA,6
RNO,JFK,B6,3
RNO,LAS,G4,2
RNO,LAS,NK,12
RNO,LAS,WN,55
RNO,LAX,B6,6
RNO,LAX,OO,24
RNO,LAX,WN,5
RNO,LGB,WN,10
RNO,OAK,WN,10
RNO,ORD,UA,5
RNO,PDX,OO,5
RNO,PHX,AA,19
RNO,PHX,OO,2
RNO,PHX,WN,11
RNO,SAN,WN,11
RNO,SEA,AS,6
RNO,SEA,OO,2
RNO,SFO,UA,14
RNO,SJC,WN,5
RNO,SLC,DL,12
RNO,SLC,OO,9
ROA,ATL,9E,11
ROA,ATL,DL,6
ROA,LGA,YX,4
ROA,ORD,OO,5
ROA,PIE,G4,3
ROA,SFB,G4,2
ROC,ATL,DL,13
ROC,BWI,WN,20
ROC,CLT,AA,11
ROC,CLT,OH,6
ROC,DCA,OH,5
ROC,DCA,YX,7
ROC,DTW,9E,17
ROC,EWR,UA,5
ROC,EWR,YX,5
ROC,IAD,YX,4
ROC,JFK,9E,11
ROC,JFK,B6,15
ROC,LGA,9E,6
ROC,MCO,NK,6
ROC,MCO,WN,5
ROC,MDW,WN,5
ROC,ORD,MQ,5
ROC,ORD,OO,5
ROC,ORD,UA,5
ROC,ORD,YX,3
ROC,PGD,G4,2
ROW,DFW,OO,10
RST,MSP,9E,12
RST,ORD,MQ,5
RSW,ACY,NK,6
RSW,ATL,DL,47
RSW,ATL,NK,6
RSW,ATL,WN,11
RSW,AUS,MQ,6
RSW,BDL,B6,6
RSW,BNA,NK,6
RSW,BNA,WN,6
RSW,BOS,B6,26
RSW,BOS,DL,9
RSW,BOS,NK,6
RSW,BUF,F9,4
RSW,BWI,WN,20
RSW,CHS,NK,2
RSW,CLE,F9,18
RSW,CLE,UA,10
RSW,CLT,AA,39
RSW,CMH,NK,2
RSW,CMH,WN,11
RSW,CVG,9E,6
RSW,CVG,DL,6
RSW,CVG,F9,12
RSW,DCA,AA,6
RSW,DCA,B6,9
RSW,DCA,OH,5
RSW,DEN,F9,2
RSW,DEN,UA,15
RSW,DFW,AA,23
RSW,DTW,DL,29
RSW,DTW,F9,3
RSW,DTW,NK,12
RSW,EWR,B6,6
RSW,EWR,UA,30
RSW,GRR,F9,5
RSW,HOU,WN,1
RSW,HPN,B6,6
RSW,IAD,UA,10
RSW,IAH,UA,15
RSW,IND,NK,6
RSW,IND,WN,11
RSW,ISP,F9,6
RSW,JFK,B6,13
RSW,JFK,DL,9
RSW,LAX,AS,2
RSW,LAX,UA,2
RSW,LGA,B6,7
RSW,LGA,DL,12
RSW,MCI,WN,1
RSW,MCO,WN,5
RSW,MDW,WN,15
RSW,MKE,F9,6
RSW,MKE,WN,5
RSW,MSP,DL,26
RSW,MSP,F9,6
RSW,ORD,AA,18
RSW,ORD,NK,11
RSW,ORD,UA,30
RSW,ORD,WN,1
RSW,ORF,NK,2
RSW,ORH,B6,1
RSW,PHL,AA,18
RSW,PHL,F9,15
RSW,PHL,NK,2
RSW,PIT,NK,4
RSW,PIT,WN,6
RSW,RIC,NK,2
RSW,SEA,AS,6
RSW,SFO,UA,3
RSW,SJU,NK,4
RSW,STL,WN,11
RSW,SYR,F9,2
RSW,TTN,F9,6
SAF,DFW,MQ,6
SAF,DFW,OO,10
SAF,PHX,OO,5
SAN,ABQ,WN,10
SAN,ATL,DL,24
SAN,ATL,F9,3
SAN,AUS,OO,9
SAN,AUS,WN,20
SAN,BNA,WN,11
SAN,BOI,OO,8
SAN,BOI,WN,1
SAN,BOS,AS,5
SAN,BOS,B6,9
SAN,BOS,DL,6
SAN,BWI,WN,11
SAN,BZN,OO,1
SAN,CLT,AA,21
SAN,COS,WN,1
SAN,DAL,WN,20
SAN,DEN,F9,12
SAN,DEN,UA,25
SAN,DEN,WN,36
SAN,DFW,AA,51
SAN,DFW,F9,8
SAN,DSM,G4,2
SAN,DTW,DL,14
SAN,ELP,WN,5
SAN,EUG,OO,5
SAN,EWR,AS,6
SAN,EWR,UA,15
SAN,FAT,OO,10
SAN,FLL,AS,6
SAN,FLL,B6,6
SAN,GEG,AS,6
SAN,HDN,OO,1
SAN,HNL,AS,6
SAN,HNL,HA,6
SAN,HNL,WN,10
SAN,HOU,WN,11
SAN,IAD,AS,6
SAN,IAD,UA,15
SAN,IAH,UA,25
SAN,JFK,AS,12
SAN,JFK,B6,12
SAN,JFK,DL,12
SAN,KOA,AS,6
SAN,LAS,F9,9
SAN,LAS,NK,22
SAN,LAS,OO,10
SAN,LAS,WN,64
SAN,LAX,OO,25
SAN,LIH,AS,6
SAN,MCI,WN,10
SAN,MCO,AS,11
SAN,MDW,WN,15
SAN,MIA,AA,12
SAN,MRY,OO,5
SAN,MSP,DL,18
SAN,MSY,WN,5
SAN,OAK,NK,4
SAN,OAK,WN,50
SAN,OGG,AS,6
SAN,OGG,HA,6
SAN,ORD,AA,17
SAN,ORD,UA,25
SAN,PDX,AS,28
SAN,PHL,AA,12
SAN,PHX,AA,32
SAN,PHX,F9,12
SAN,PHX,WN,50
SAN,PVU,G4,2
SAN,RNO,WN,11
SAN,SAT,WN,10
SAN,SBP,OO,4
SAN,SEA,AS,46
SAN,SEA,DL,23
SAN,SFO,OO,36
SAN,SFO,UA,23
SAN,SFO,WN,25
SAN,SJC,NK,4
SAN,SJC,OO,18
SAN,SJC,WN,62
SAN,SLC,DL,28
SAN,SLC,OO,10
SAN,SLC,WN,6
SAN,SMF,OO,15
SAN,SMF,WN,62
SAN,STL,WN,6
SAN,STS,OO,10
SAN,TPA,AS,6
SAN,TUS,WN,10
SAT,ATL,DL,29
SAT,ATL,F9,2
SAT,ATL,WN,15
SAT,BNA,WN,10
SAT,BOS,B6,6
SAT,BWI,WN,11
SAT,CLT,AA,22
SAT,COS,WN,1
SAT,DAL,WN,43
SAT,DEN,F9,2
SAT,DEN,UA,20
SAT,DEN,WN,25
SAT,DFW,AA,68
SAT,DFW,MQ,5
SAT,DTW,DL,12
SAT,ELP,WN,11
SAT,EWR,UA,10
SAT,FLL,NK,5
SAT,HOU,WN,25
SAT,IAD,UA,10
SAT,IAH,UA,20
SAT,JFK,B6,6
SAT,JFK,DL,6
SAT,LAS,F9,6
SAT,LAS,NK,12
SAT,LAS,WN,20
SAT,LAX,AA,3
SAT,LAX,DL,10
SAT,LAX,NK,6
SAT,LAX,OO,5
SAT,LAX,WN,6
SAT,MCI,WN,5
SAT,MCO,F9,4
SAT,MCO,NK,6
SAT,MCO,WN,10
SAT,MDW,WN,10
SAT,MIA,AA,6
SAT,MIA,MQ,1
SAT,MSP,DL,11
SAT,MSY,WN,5
SAT,OKC,WN,5
SAT,ORD,AA,11
SAT,ORD,UA,10
SAT,PHX,AA,22
SAT,PHX,WN,20
SAT,SAN,WN,10
SAT,SEA,AS,12
SAT,SFO,UA,5
SAT,SLC,DL,16
SAT,STL,WN,6
SAT,TPA,WN,6
SAV,ATL,DL,34
SAV,BNA,WN,10
SAV,BOS,B6,7
SAV,BWI,WN,10
SAV,CAK,G4,2
SAV,CLT,AA,12
SAV,CLT,MQ,6
SAV,CLT,OH,27
SAV,CVG,G4,2
SAV,DAL,WN,5
SAV,DCA,OH,11
SAV,DEN,UA,5
SAV,DFW,AA,10
SAV,DFW,MQ,4
SAV,EWR,G4,2
SAV,EWR,UA,9
SAV,EWR,YX,1
SAV,HOU,WN,5
SAV,IAD,YX,4
SAV,JFK,9E,12
SAV,JFK,B6,6
SAV,LCK,G4,2
SAV,LGA,9E,12
SAV,MDW,WN,5
SAV,MIA,MQ,12
SAV,ORD,OO,4
SAV,ORD,UA,6
SAV,ORD,YX,4
SAV,PHL,OH,10
SAV,PIT,G4,2
SBA,DEN,UA,10
SBA,DEN,WN,10
SBA,DFW,AA,6
SBA,LAS,WN,15
SBA,LAX,OO,5
SBA,OAK,WN,5
SBA,PHX,AA,12
SBA,PHX,OO,5
SBA,SEA,AS,6
SBA,SFO,OO,5
SBA,SFO,UA,10
SBA,SMF,WN,5
SBN,ATL,OO,10
SBN,AZA,G4,2
SBN,CLT,OH,16
SBN,DFW,OO,10
SBN,DTW,OO,5
SBN,LAS,G4,2
SBN,MSP,OO,5
SBN,ORD,OO,20
SBN,PGD,G4,5
SBN,PIE,G4,4
SBN,SFB,G4,3
SBN,SRQ,G4,2
SBP,DEN,OO,5
SBP,DEN,UA,5
SBP,DFW,AA,6
SBP,LAS,OO,5
SBP,LAX,OO,5
SBP,PDX,OO,5
SBP,PHX,AA,6
SBP,PHX,OO,10
SBP,SAN,OO,4
SBP,SEA,OO,5
SBP,SFO,OO,15
SCC,ANC,AS,7
SCE,ORD,OO,12
SCK,LAS,G4,9
SCK,PHX,G4,2
SDF,ATL,DL,29
SDF,ATL,WN,10
SDF,AUS,G4,2
SDF,BOS,YX,5
SDF,BWI,WN,15
SDF,CLT,AA,11
SDF,CLT,OH,14
SDF,DAL,WN,1
SDF,DCA,OH,5
SDF,DCA,YX,5
SDF,DEN,UA,10
SDF,DEN,WN,5
SDF,DFW,AA,12
SDF,DFW,MQ,21
SDF,DTW,9E,12
SDF,EWR,YX,10
SDF,FLL,G4,2
SDF,FLL,NK,6
SDF,HOU,WN,5
SDF,IAD,YX,5
SDF,LAS,NK,6
SDF,LAS,WN,5
SDF,LAX,NK,6
SDF,LGA,YX,14
SDF,MCO,NK,6
SDF,MCO,WN,10
SDF,MDW,WN,15
SDF,MIA,AA,6
SDF,MIA,MQ,5
SDF,MSP,OO,9
SDF,ORD,MQ,5
SDF,ORD,OO,7
SDF,ORD,YX,15
SDF,PGD,G4,1
SDF,PHX,WN,5
SDF,PIE,G4,2
SDF,SFB,G4,1
SDF,SRQ,G4,2
SDF,TPA,WN,6
SEA,ABQ,AS,6
SEA,ALW,OO,10
SEA,ANC,AS,87
SEA,ANC,DL,18
SEA,ATL,AS,17
SEA,ATL,DL,32
SEA,AUS,AS,18
SEA,AUS,DL,6
SEA,BLI,OO,10
SEA,BNA,AS,12
SEA,BNA,DL,6
SEA,BOI,AS,12
SEA,BOI,OO,29
SEA,BOS,AS,15
SEA,BOS,B6,6
SEA,BOS,DL,11
SEA,BUR,AS,28
SEA,BWI,AS,6
SEA,BZN,AS,4
SEA,BZN,OO,10
SEA,CHS,AS,6
SEA,CLE,AS,6
SEA,CLT,AA,16
SEA,CMH,AS,6
SEA,CVG,AS,6
SEA,CVG,DL,6
SEA,DAL,AS,6
SEA,DCA,AS,12
SEA,DEN,AS,29
SEA,DEN,DL,17
SEA,DEN,F9,4
SEA,DEN,UA,25
SEA,DEN,WN,20
SEA,DFW,AA,39
SEA,DFW,AS,24
SEA,DTW,AS,6
SEA,DTW,DL,23
SEA,EUG,AS,5
SEA,EUG,OO,10
SEA,EWR,AS,17
SEA,EWR,UA,10
SEA,FAI,AS,30
SEA,FAI,DL,6
SEA,FAT,AS,9
SEA,FCA,OO,5
SEA,FLL,AS,12
SEA,FLL,DL,6
SEA,GEG,AS,30
SEA,GEG,DL,11
SEA,GEG,OO,26
SEA,HLN,OO,5
SEA,HNL,AS,30
SEA,HNL,DL,12
SEA,HNL,HA,6
SEA,IAD,AS,12
SEA,IAD,DL,6
SEA,IAD,UA,10
SEA,IAH,AS,12
SEA,IAH,UA,15
SEA,IND,AS,6
SEA,JAC,OO,3
SEA,JFK,AS,24
SEA,JFK,B6,6
SEA,JFK,DL,19
SEA,JNU,AS,17
SEA,KOA,AS,18
SEA,KOA,DL,6
SEA,KTN,AS,16
SEA,LAS,AS,41
SEA,LAS,DL,28
SEA,LAS,F9,7
SEA,LAS,NK,12
SEA,LAS,WN,15
SEA,LAX,AS,56
SEA,LAX,DL,27
SEA,LAX,OO,14
SEA,LIH,AS,12
SEA,LIH,DL,6
SEA,LWS,OO,5
SEA,MCI,AS,12
