origin,dest,op_unique_carrier,flights_2024
VPS,CVG,G4,4
VPS,DAL,WN,5
VPS,DCA,OH,5
VPS,DFW,AA,12
VPS,DFW,MQ,4
VPS,EWR,G4,2
VPS,GRR,G4,2
VPS,HOU,WN,5
VPS,LAS,G4,2
VPS,MDW,G4,2
VPS,MSP,DL,2
VPS,MSP,G4,2
VPS,XNA,G4,2
WRG,KTN,AS,5
WRG,PSG,AS,5
XNA,ATL,9E,16
XNA,AZA,G4,1
XNA,BNA,G4,3
XNA,CLT,AA,5
XNA,CLT,MQ,18
XNA,DCA,MQ,6
XNA,DEN,F9,3
XNA,DEN,OO,15
XNA,DFW,AA,4
XNA,DFW,MQ,47
XNA,FLL,G4,2
XNA,IAH,OO,14
XNA,LAS,G4,2
XNA,LAX,G4,2
XNA,LAX,OO,5
XNA,LGA,YX,9
XNA,MIA,MQ,6
XNA,ORD,MQ,11
XNA,ORD,OO,10
XNA,PHX,MQ,6
XNA,PIE,G4,2
XNA,SFB,G4,2
XNA,VPS,G4,2
XWA,DEN,OO,14
XWA,MSP,OO,9
YAK,CDV,AS,5
YAK,JNU,AS,5
YUM,DFW,OO,5
YUM,PHX,OO,13
