origin,dest,op_unique_carrier,month,time_bucket,total_flights,delayed_flights,avg_delay_min,weather_delayed,cancelled,origin_city,dest_city,delay_rate,weather_delay_rate
DCA,EYW,YX,1,morning,5,0,0.0,0,0,"Washington, DC","Key West, FL",0.0,0.0
DCA,FLL,AA,1,afternoon,6,1,22.0,0,0,"Washington, DC","Fort Lauderdale, FL",0.1667,0.0
DCA,FLL,AA,1,morning,6,0,0.0,0,0,"Washington, DC","Fort Lauderdale, FL",0.0,0.0
DCA,FLL,B6,1,afternoon,6,2,57.5,0,0,"Washington, DC","Fort Lauderdale, FL",0.3333,0.0
DCA,FLL,B6,1,evening,8,3,136.0,0,0,"Washington, DC","Fort Lauderdale, FL",0.375,0.0
DCA,FLL,B6,1,morning,15,1,38.0,0,0,"Washington, DC","Fort Lauderdale, FL",0.0667,0.0
DCA,FLL,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Fort Lauderdale, FL",0.0,0.0
DCA,GRR,OH,1,afternoon,3,1,20.0,0,0,"Washington, DC","Grand Rapids, MI",0.3333,0.0
DCA,GRR,OH,1,evening,1,0,0.0,0,0,"Washington, DC","Grand Rapids, MI",0.0,0.0
DCA,GRR,OH,1,morning,5,2,50.5,0,0,"Washington, DC","Grand Rapids, MI",0.4,0.0
DCA,GRR,OH,1,night,2,0,0.0,0,0,"Washington, DC","Grand Rapids, MI",0.0,0.0
DCA,GSO,OH,1,afternoon,5,0,0.0,0,0,"Washington, DC","Greensboro/High Point, NC",0.0,0.0
DCA,GSO,OH,1,evening,6,1,23.0,0,0,"Washington, DC","Greensboro/High Point, NC",0.1667,0.0
DCA,GSP,OH,1,evening,3,0,0.0,0,0,"Washington, DC","Greer, SC",0.0,0.0
DCA,GSP,OH,1,morning,1,0,0.0,0,0,"Washington, DC","Greer, SC",0.0,0.0
DCA,GSP,YX,1,evening,2,0,0.0,0,0,"Washington, DC","Greer, SC",0.0,0.0
DCA,GSP,YX,1,morning,5,0,0.0,0,0,"Washington, DC","Greer, SC",0.0,0.0
DCA,GSP,YX,1,night,2,0,0.0,0,0,"Washington, DC","Greer, SC",0.0,0.0
DCA,HOU,WN,1,afternoon,5,0,0.0,0,0,"Washington, DC","Houston, TX",0.0,0.0
DCA,HOU,WN,1,evening,5,1,89.0,0,0,"Washington, DC","Houston, TX",0.2,0.0
DCA,HOU,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Houston, TX",0.0,0.0
DCA,HPN,OH,1,afternoon,5,1,26.0,0,0,"Washington, DC","White Plains, NY",0.2,0.0
DCA,HPN,OH,1,evening,10,0,0.0,0,0,"Washington, DC","White Plains, NY",0.0,0.0
DCA,HPN,OH,1,morning,5,0,0.0,0,0,"Washington, DC","White Plains, NY",0.0,0.0
DCA,HSV,OH,1,afternoon,2,0,0.0,0,0,"Washington, DC","Huntsville, AL",0.0,0.0
DCA,HSV,OH,1,evening,5,1,119.0,0,0,"Washington, DC","Huntsville, AL",0.2,0.0
DCA,HSV,OH,1,morning,5,1,218.0,0,0,"Washington, DC","Huntsville, AL",0.2,0.0
DCA,IAH,UA,1,afternoon,10,1,22.0,0,0,"Washington, DC","Houston, TX",0.1,0.0
DCA,IAH,UA,1,morning,10,0,0.0,0,0,"Washington, DC","Houston, TX",0.0,0.0
DCA,ILM,OH,1,afternoon,5,1,144.0,0,0,"Washington, DC","Wilmington, NC",0.2,0.0
DCA,ILM,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Wilmington, NC",0.0,0.0
DCA,IND,OH,1,afternoon,5,0,0.0,0,0,"Washington, DC","Indianapolis, IN",0.0,0.0
DCA,IND,YX,1,evening,5,0,0.0,0,0,"Washington, DC","Indianapolis, IN",0.0,0.0
DCA,IND,YX,1,morning,10,1,162.0,0,0,"Washington, DC","Indianapolis, IN",0.1,0.0
DCA,JAX,AA,1,afternoon,5,0,0.0,0,0,"Washington, DC","Jacksonville, FL",0.0,0.0
DCA,JAX,AA,1,evening,5,0,0.0,0,0,"Washington, DC","Jacksonville, FL",0.0,0.0
DCA,JAX,MQ,1,morning,6,1,40.0,0,0,"Washington, DC","Jacksonville, FL",0.1667,0.0
DCA,JAX,OH,1,afternoon,1,0,0.0,0,0,"Washington, DC","Jacksonville, FL",0.0,0.0
DCA,JAX,OH,1,morning,5,1,78.0,0,0,"Washington, DC","Jacksonville, FL",0.2,0.0
DCA,JFK,B6,1,afternoon,3,1,24.0,0,0,"Washington, DC","New York, NY",0.3333,0.0
DCA,JFK,B6,1,morning,3,0,0.0,0,0,"Washington, DC","New York, NY",0.0,0.0
DCA,JFK,YX,1,afternoon,10,0,0.0,0,0,"Washington, DC","New York, NY",0.0,0.0
DCA,JFK,YX,1,evening,10,0,0.0,0,0,"Washington, DC","New York, NY",0.0,0.0
DCA,JFK,YX,1,morning,5,0,0.0,0,0,"Washington, DC","New York, NY",0.0,0.0
DCA,LAS,AA,1,morning,6,0,0.0,0,0,"Washington, DC","Las Vegas, NV",0.0,0.0
DCA,LAX,AA,1,evening,6,1,16.0,0,0,"Washington, DC","Los Angeles, CA",0.1667,0.0
DCA,LAX,AA,1,morning,6,0,0.0,0,0,"Washington, DC","Los Angeles, CA",0.0,0.0
DCA,LAX,AS,1,morning,6,0,0.0,0,0,"Washington, DC","Los Angeles, CA",0.0,0.0
DCA,LAX,DL,1,evening,6,1,126.0,0,0,"Washington, DC","Los Angeles, CA",0.1667,0.0
DCA,LGA,AA,1,evening,1,0,0.0,0,0,"Washington, DC","New York, NY",0.0,0.0
DCA,LGA,AA,1,night,5,4,107.8,0,0,"Washington, DC","New York, NY",0.8,0.0
DCA,LGA,YX,1,afternoon,9,1,28.0,0,0,"Washington, DC","New York, NY",0.1111,0.0
DCA,LGA,YX,1,morning,11,1,50.0,0,0,"Washington, DC","New York, NY",0.0909,0.0
DCA,LIT,MQ,1,afternoon,6,2,27.5,0,0,"Washington, DC","Little Rock, AR",0.3333,0.0
DCA,MCI,OH,1,evening,5,0,0.0,0,0,"Washington, DC","Kansas City, MO",0.0,0.0
DCA,MCI,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Kansas City, MO",0.0,0.0
DCA,MCI,WN,1,afternoon,10,4,40.8,0,0,"Washington, DC","Kansas City, MO",0.4,0.0
DCA,MCI,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Kansas City, MO",0.0,0.0
DCA,MCO,AA,1,afternoon,12,1,47.0,0,0,"Washington, DC","Orlando, FL",0.0833,0.0
DCA,MCO,AA,1,evening,6,1,198.0,0,0,"Washington, DC","Orlando, FL",0.1667,0.0
DCA,MCO,AA,1,morning,18,2,34.5,0,0,"Washington, DC","Orlando, FL",0.1111,0.0
DCA,MCO,B6,1,afternoon,6,0,0.0,0,0,"Washington, DC","Orlando, FL",0.0,0.0
DCA,MCO,B6,1,evening,8,2,18.0,0,1,"Washington, DC","Orlando, FL",0.25,0.0
DCA,MCO,B6,1,morning,8,0,0.0,0,0,"Washington, DC","Orlando, FL",0.0,0.0
DCA,MCO,DL,1,morning,6,0,0.0,0,0,"Washington, DC","Orlando, FL",0.0,0.0
DCA,MCO,WN,1,afternoon,5,1,148.0,0,0,"Washington, DC","Orlando, FL",0.2,0.0
DCA,MCO,WN,1,evening,5,4,46.2,0,0,"Washington, DC","Orlando, FL",0.8,0.0
DCA,MCO,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Orlando, FL",0.0,0.0
DCA,MDW,WN,1,afternoon,5,3,44.3,0,0,"Washington, DC","Chicago, IL",0.6,0.0
DCA,MDW,WN,1,evening,10,3,38.7,0,0,"Washington, DC","Chicago, IL",0.3,0.0
DCA,MDW,WN,1,morning,15,2,57.0,0,0,"Washington, DC","Chicago, IL",0.1333,0.0
DCA,MEM,YX,1,afternoon,5,0,0.0,0,0,"Washington, DC","Memphis, TN",0.0,0.0
DCA,MEM,YX,1,evening,2,0,0.0,0,0,"Washington, DC","Memphis, TN",0.0,0.0
DCA,MEM,YX,1,morning,5,1,77.0,0,0,"Washington, DC","Memphis, TN",0.2,0.0
DCA,MHT,OH,1,afternoon,5,2,117.5,0,0,"Washington, DC","Manchester, NH",0.4,0.0
DCA,MHT,OH,1,morning,5,1,26.0,0,0,"Washington, DC","Manchester, NH",0.2,0.0
DCA,MHT,OH,1,night,2,0,0.0,0,0,"Washington, DC","Manchester, NH",0.0,0.0
DCA,MIA,AA,1,afternoon,10,1,20.0,0,0,"Washington, DC","Miami, FL",0.1,0.0
DCA,MIA,AA,1,evening,18,8,42.4,0,0,"Washington, DC","Miami, FL",0.4444,0.0
DCA,MIA,AA,1,morning,24,4,44.5,0,0,"Washington, DC","Miami, FL",0.1667,0.0
DCA,MIA,AA,1,red_eye,6,0,0.0,0,0,"Washington, DC","Miami, FL",0.0,0.0
DCA,MIA,DL,1,afternoon,6,0,0.0,0,0,"Washington, DC","Miami, FL",0.0,0.0
DCA,MIA,MQ,1,afternoon,1,0,0.0,0,0,"Washington, DC","Miami, FL",0.0,0.0
DCA,MKE,OH,1,morning,5,1,19.0,0,0,"Washington, DC","Milwaukee, WI",0.2,0.0
DCA,MKE,WN,1,afternoon,5,2,31.5,0,0,"Washington, DC","Milwaukee, WI",0.4,0.0
DCA,MKE,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Milwaukee, WI",0.0,0.0
DCA,MSN,OH,1,morning,5,1,16.0,1,0,"Washington, DC","Madison, WI",0.2,0.2
DCA,MSP,DL,1,afternoon,6,0,0.0,0,0,"Washington, DC","Minneapolis, MN",0.0,0.0
DCA,MSP,DL,1,evening,5,0,0.0,0,0,"Washington, DC","Minneapolis, MN",0.0,0.0
DCA,MSP,DL,1,morning,13,0,0.0,0,0,"Washington, DC","Minneapolis, MN",0.0,0.0
DCA,MSP,OH,1,afternoon,5,0,0.0,0,0,"Washington, DC","Minneapolis, MN",0.0,0.0
DCA,MSY,OH,1,afternoon,7,0,0.0,0,0,"Washington, DC","New Orleans, LA",0.0,0.0
DCA,MSY,OH,1,morning,6,0,0.0,0,0,"Washington, DC","New Orleans, LA",0.0,0.0
DCA,MSY,WN,1,evening,5,4,42.2,0,0,"Washington, DC","New Orleans, LA",0.8,0.0
DCA,MSY,WN,1,morning,5,2,25.5,0,0,"Washington, DC","New Orleans, LA",0.4,0.0
DCA,MYR,YX,1,afternoon,4,0,0.0,0,0,"Washington, DC","Myrtle Beach, SC",0.0,0.0
DCA,MYR,YX,1,morning,1,0,0.0,0,0,"Washington, DC","Myrtle Beach, SC",0.0,0.0
DCA,OKC,OH,1,afternoon,3,1,217.0,0,0,"Washington, DC","Oklahoma City, OK",0.3333,0.0
DCA,OKC,WN,1,afternoon,5,3,32.3,0,0,"Washington, DC","Oklahoma City, OK",0.6,0.0
DCA,OKC,YX,1,afternoon,2,1,16.0,0,0,"Washington, DC","Oklahoma City, OK",0.5,0.0
DCA,OMA,WN,1,afternoon,5,4,29.8,0,0,"Washington, DC","Omaha, NE",0.8,0.0
DCA,ORD,AA,1,afternoon,5,1,56.0,0,0,"Washington, DC","Chicago, IL",0.2,0.0
DCA,ORD,AA,1,evening,12,4,61.0,0,0,"Washington, DC","Chicago, IL",0.3333,0.0
DCA,ORD,AA,1,morning,18,2,426.5,0,0,"Washington, DC","Chicago, IL",0.1111,0.0
DCA,ORD,OO,1,afternoon,3,0,0.0,0,0,"Washington, DC","Chicago, IL",0.0,0.0
DCA,ORD,UA,1,afternoon,7,2,107.0,0,0,"Washington, DC","Chicago, IL",0.2857,0.0
DCA,ORD,UA,1,evening,10,0,0.0,0,0,"Washington, DC","Chicago, IL",0.0,0.0
DCA,ORD,UA,1,morning,15,0,0.0,0,0,"Washington, DC","Chicago, IL",0.0,0.0
DCA,ORF,OH,1,evening,5,0,0.0,0,0,"Washington, DC","Norfolk, VA",0.0,0.0
DCA,ORF,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Norfolk, VA",0.0,0.0
DCA,ORF,YX,1,afternoon,5,0,0.0,0,0,"Washington, DC","Norfolk, VA",0.0,0.0
DCA,PBI,AA,1,afternoon,6,2,44.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.3333,0.0
DCA,PBI,AA,1,morning,6,0,0.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.0,0.0
DCA,PBI,B6,1,afternoon,3,1,37.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.3333,0.0
DCA,PBI,B6,1,evening,3,1,60.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.3333,0.0
DCA,PBI,B6,1,morning,6,1,53.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.1667,0.0
DCA,PBI,YX,1,morning,5,0,0.0,0,0,"Washington, DC","West Palm Beach/Palm Beach, FL",0.0,0.0
DCA,PDX,AS,1,evening,6,1,28.0,0,0,"Washington, DC","Portland, OR",0.1667,0.0
DCA,PHL,OH,1,afternoon,5,0,0.0,0,0,"Washington, DC","Philadelphia, PA",0.0,0.0
DCA,PHL,YX,1,morning,10,0,0.0,0,0,"Washington, DC","Philadelphia, PA",0.0,0.0
DCA,PHX,AA,1,evening,6,0,0.0,0,0,"Washington, DC","Phoenix, AZ",0.0,0.0
DCA,PHX,AA,1,morning,12,0,0.0,0,0,"Washington, DC","Phoenix, AZ",0.0,0.0
DCA,PIT,MQ,1,morning,6,1,40.0,0,0,"Washington, DC","Pittsburgh, PA",0.1667,0.0
DCA,PIT,YX,1,afternoon,5,0,0.0,0,0,"Washington, DC","Pittsburgh, PA",0.0,0.0
DCA,PIT,YX,1,night,5,0,0.0,0,0,"Washington, DC","Pittsburgh, PA",0.0,0.0
DCA,PNS,OH,1,afternoon,5,1,22.0,0,0,"Washington, DC","Pensacola, FL",0.2,0.0
DCA,PNS,OH,1,evening,5,0,0.0,0,0,"Washington, DC","Pensacola, FL",0.0,0.0
DCA,PVD,OH,1,afternoon,2,1,28.0,0,0,"Washington, DC","Providence, RI",0.5,0.0
DCA,PVD,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Providence, RI",0.0,0.0
DCA,PVD,OH,1,night,5,0,0.0,0,0,"Washington, DC","Providence, RI",0.0,0.0
DCA,PVD,WN,1,afternoon,5,3,28.3,0,0,"Washington, DC","Providence, RI",0.6,0.0
DCA,PVD,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Providence, RI",0.0,0.0
DCA,PVD,YX,1,afternoon,3,0,0.0,0,0,"Washington, DC","Providence, RI",0.0,0.0
DCA,PWM,AA,1,afternoon,2,0,0.0,0,0,"Washington, DC","Portland, ME",0.0,0.0
DCA,PWM,OH,1,afternoon,3,0,0.0,0,0,"Washington, DC","Portland, ME",0.0,0.0
DCA,PWM,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Portland, ME",0.0,0.0
DCA,PWM,OH,1,night,5,1,48.0,0,0,"Washington, DC","Portland, ME",0.2,0.0
DCA,RDU,AA,1,afternoon,3,0,0.0,0,0,"Washington, DC","Raleigh/Durham, NC",0.0,0.0
DCA,RDU,OH,1,afternoon,2,0,0.0,0,0,"Washington, DC","Raleigh/Durham, NC",0.0,0.0
DCA,RDU,OH,1,evening,5,2,49.5,0,0,"Washington, DC","Raleigh/Durham, NC",0.4,0.0
DCA,RDU,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Raleigh/Durham, NC",0.0,0.0
DCA,RDU,YX,1,morning,2,0,0.0,0,0,"Washington, DC","Raleigh/Durham, NC",0.0,0.0
DCA,ROC,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Rochester, NY",0.0,0.0
DCA,ROC,YX,1,afternoon,5,0,0.0,0,0,"Washington, DC","Rochester, NY",0.0,0.0
DCA,ROC,YX,1,night,2,0,0.0,0,0,"Washington, DC","Rochester, NY",0.0,0.0
DCA,RSW,AA,1,morning,6,0,0.0,0,0,"Washington, DC","Fort Myers, FL",0.0,0.0
DCA,RSW,B6,1,afternoon,3,0,0.0,0,0,"Washington, DC","Fort Myers, FL",0.0,0.0
DCA,RSW,B6,1,morning,6,1,21.0,0,0,"Washington, DC","Fort Myers, FL",0.1667,0.0
DCA,RSW,OH,1,afternoon,5,0,0.0,0,0,"Washington, DC","Fort Myers, FL",0.0,0.0
DCA,SAV,OH,1,evening,5,0,0.0,0,0,"Washington, DC","Savannah, GA",0.0,0.0
DCA,SAV,OH,1,morning,5,0,0.0,0,0,"Washington, DC","Savannah, GA",0.0,0.0
DCA,SDF,OH,1,afternoon,5,2,21.5,0,0,"Washington, DC","Louisville, KY",0.4,0.0
DCA,SDF,YX,1,evening,5,0,0.0,0,0,"Washington, DC","Louisville, KY",0.0,0.0
DCA,SEA,AS,1,evening,6,3,32.7,0,0,"Washington, DC","Seattle, WA",0.5,0.0
DCA,SEA,AS,1,morning,6,0,0.0,0,0,"Washington, DC","Seattle, WA",0.0,0.0
DCA,SFO,AS,1,evening,6,2,42.0,0,0,"Washington, DC","San Francisco, CA",0.3333,0.0
DCA,SFO,UA,1,evening,5,1,22.0,0,0,"Washington, DC","San Francisco, CA",0.2,0.0
DCA,SJU,B6,1,morning,6,1,32.0,0,0,"Washington, DC","San Juan, PR",0.1667,0.0
DCA,SLC,DL,1,evening,6,1,44.0,0,0,"Washington, DC","Salt Lake City, UT",0.1667,0.0
DCA,SRQ,AA,1,morning,6,1,24.0,0,0,"Washington, DC","Sarasota/Bradenton, FL",0.1667,0.0
DCA,STL,MQ,1,afternoon,1,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,STL,OH,1,afternoon,2,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,STL,OH,1,evening,6,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,STL,WN,1,afternoon,10,5,80.2,0,0,"Washington, DC","St. Louis, MO",0.5,0.0
DCA,STL,WN,1,evening,5,2,47.5,0,0,"Washington, DC","St. Louis, MO",0.4,0.0
DCA,STL,WN,1,morning,5,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,STL,YX,1,afternoon,3,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,STL,YX,1,morning,5,0,0.0,0,0,"Washington, DC","St. Louis, MO",0.0,0.0
DCA,SYR,OH,1,afternoon,2,0,0.0,0,0,"Washington, DC","Syracuse, NY",0.0,0.0
DCA,SYR,YX,1,afternoon,3,0,0.0,0,0,"Washington, DC","Syracuse, NY",0.0,0.0
DCA,SYR,YX,1,morning,5,0,0.0,0,0,"Washington, DC","Syracuse, NY",0.0,0.0
DCA,SYR,YX,1,night,2,0,0.0,0,0,"Washington, DC","Syracuse, NY",0.0,0.0
DCA,TLH,MQ,1,evening,6,1,36.0,0,0,"Washington, DC","Tallahassee, FL",0.1667,0.0
DCA,TPA,AA,1,afternoon,6,1,51.0,0,0,"Washington, DC","Tampa, FL",0.1667,0.0
DCA,TPA,AA,1,evening,6,1,32.0,0,0,"Washington, DC","Tampa, FL",0.1667,0.0
DCA,TPA,AA,1,morning,12,0,0.0,0,0,"Washington, DC","Tampa, FL",0.0,0.0
DCA,TPA,WN,1,evening,5,1,16.0,0,0,"Washington, DC","Tampa, FL",0.2,0.0
DCA,TPA,WN,1,morning,5,0,0.0,0,0,"Washington, DC","Tampa, FL",0.0,0.0
DCA,TUL,OH,1,afternoon,3,0,0.0,0,0,"Washington, DC","Tulsa, OK",0.0,0.0
DCA,TUL,YX,1,afternoon,2,0,0.0,0,0,"Washington, DC","Tulsa, OK",0.0,0.0
DCA,TYS,MQ,1,afternoon,5,1,30.0,0,0,"Washington, DC","Knoxville, TN",0.2,0.0
DCA,TYS,OH,1,evening,5,0,0.0,0,0,"Washington, DC","Knoxville, TN",0.0,0.0
DCA,TYS,OH,1,morning,6,0,0.0,0,0,"Washington, DC","Knoxville, TN",0.0,0.0
DCA,VPS,OH,1,morning,5,1,61.0,0,0,"Washington, DC","Valparaiso, FL",0.2,0.0
DCA,XNA,MQ,1,evening,6,0,0.0,0,0,"Washington, DC","Fayetteville, AR",0.0,0.0
DDC,DEN,OO,1,evening,5,1,788.0,0,0,"Dodge City, KS","Denver, CO",0.2,0.0
DDC,LBL,OO,1,morning,3,1,106.0,0,0,"Dodge City, KS","Liberal, KS",0.3333,0.0
DEC,JLN,OO,1,evening,5,0,0.0,0,0,"Decatur, IL","Joplin, MO",0.0,0.0
DEC,ORD,OO,1,afternoon,3,0,0.0,0,0,"Decatur, IL","Chicago, IL",0.0,0.0
DEC,ORD,OO,1,morning,5,0,0.0,0,0,"Decatur, IL","Chicago, IL",0.0,0.0
DEN,ABE,G4,1,morning,2,0,0.0,0,0,"Denver, CO","Allentown/Bethlehem/Easton, PA",0.0,0.0
DEN,ABQ,UA,1,afternoon,5,0,0.0,0,0,"Denver, CO","Albuquerque, NM",0.0,0.0
DEN,ABQ,UA,1,evening,5,1,28.0,0,0,"Denver, CO","Albuquerque, NM",0.2,0.0
DEN,ABQ,UA,1,morning,5,0,0.0,0,0,"Denver, CO","Albuquerque, NM",0.0,0.0
DEN,ABQ,WN,1,afternoon,6,2,74.5,1,0,"Denver, CO","Albuquerque, NM",0.3333,0.1667
DEN,ABQ,WN,1,evening,8,3,20.7,0,1,"Denver, CO","Albuquerque, NM",0.375,0.0
DEN,ABQ,WN,1,morning,9,1,25.0,0,0,"Denver, CO","Albuquerque, NM",0.1111,0.0
DEN,ABQ,WN,1,night,1,0,0.0,0,0,"Denver, CO","Albuquerque, NM",0.0,0.0
DEN,ACV,OO,1,morning,5,0,0.0,0,0,"Denver, CO","Arcata/Eureka, CA",0.0,0.0
DEN,AMA,OO,1,evening,5,1,22.0,0,0,"Denver, CO","Amarillo, TX",0.2,0.0
DEN,AMA,WN,1,afternoon,5,2,43.0,0,0,"Denver, CO","Amarillo, TX",0.4,0.0
DEN,ANC,UA,1,evening,5,0,0.0,0,0,"Denver, CO","Anchorage, AK",0.0,0.0
DEN,ASE,OO,1,afternoon,10,5,60.0,1,0,"Denver, CO","Aspen, CO",0.5,0.1
DEN,ASE,OO,1,evening,20,2,71.5,0,0,"Denver, CO","Aspen, CO",0.1,0.0
DEN,ASE,OO,1,morning,14,7,50.1,0,0,"Denver, CO","Aspen, CO",0.5,0.0
DEN,ATL,DL,1,afternoon,18,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,DL,1,evening,6,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,DL,1,morning,19,1,24.0,0,0,"Denver, CO","Atlanta, GA",0.0526,0.0
DEN,ATL,F9,1,afternoon,1,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,F9,1,evening,1,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,F9,1,morning,4,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,F9,1,red_eye,6,2,137.0,0,0,"Denver, CO","Atlanta, GA",0.3333,0.0
DEN,ATL,UA,1,evening,5,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,UA,1,morning,5,1,30.0,0,0,"Denver, CO","Atlanta, GA",0.2,0.0
DEN,ATL,WN,1,afternoon,9,2,27.5,0,0,"Denver, CO","Atlanta, GA",0.2222,0.0
DEN,ATL,WN,1,evening,6,6,26.0,0,0,"Denver, CO","Atlanta, GA",1.0,0.0
DEN,ATL,WN,1,morning,5,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATL,WN,1,red_eye,5,0,0.0,0,0,"Denver, CO","Atlanta, GA",0.0,0.0
DEN,ATW,G4,1,afternoon,1,1,87.0,1,0,"Denver, CO","Appleton, WI",1.0,1.0
DEN,ATW,G4,1,evening,1,0,0.0,0,0,"Denver, CO","Appleton, WI",0.0,0.0
DEN,ATW,OO,1,evening,5,0,0.0,0,0,"Denver, CO","Appleton, WI",0.0,0.0
DEN,AUS,F9,1,afternoon,1,0,0.0,0,0,"Denver, CO","Austin, TX",0.0,0.0
DEN,AUS,F9,1,evening,1,0,0.0,0,0,"Denver, CO","Austin, TX",0.0,0.0
DEN,AUS,UA,1,afternoon,5,0,0.0,0,0,"Denver, CO","Austin, TX",0.0,0.0
DEN,AUS,UA,1,evening,10,3,54.3,0,0,"Denver, CO","Austin, TX",0.3,0.0
DEN,AUS,UA,1,morning,5,2,94.0,0,0,"Denver, CO","Austin, TX",0.4,0.0
DEN,AUS,WN,1,afternoon,10,4,25.0,0,0,"Denver, CO","Austin, TX",0.4,0.0
DEN,AUS,WN,1,evening,10,4,30.2,0,0,"Denver, CO","Austin, TX",0.4,0.0
DEN,AUS,WN,1,morning,10,1,52.0,0,0,"Denver, CO","Austin, TX",0.1,0.0
DEN,AUS,WN,1,night,5,1,29.0,0,0,"Denver, CO","Austin, TX",0.2,0.0
DEN,AUS,WN,1,red_eye,5,0,0.0,0,0,"Denver, CO","Austin, TX",0.0,0.0
DEN,AVL,G4,1,evening,1,1,32.0,0,0,"Denver, CO","Asheville, NC",1.0,0.0
DEN,AVL,G4,1,morning,1,0,0.0,0,0,"Denver, CO","Asheville, NC",0.0,0.0
DEN,AVL,OO,1,morning,5,0,0.0,0,0,"Denver, CO","Asheville, NC",0.0,0.0
DEN,BDL,UA,1,evening,5,0,0.0,0,0,"Denver, CO","Hartford, CT",0.0,0.0
DEN,BFF,OO,1,afternoon,5,0,0.0,0,0,"Denver, CO","Scottsbluff, NE",0.0,0.0
DEN,BFF,OO,1,morning,2,0,0.0,0,0,"Denver, CO","Scottsbluff, NE",0.0,0.0
DEN,BFL,OO,1,evening,5,1,16.0,0,0,"Denver, CO","Bakersfield, CA",0.2,0.0
DEN,BHM,OO,1,evening,5,1,79.0,0,0,"Denver, CO","Birmingham, AL",0.2,0.0
DEN,BHM,OO,1,morning,5,0,0.0,0,0,"Denver, CO","Birmingham, AL",0.0,0.0
DEN,BHM,WN,1,evening,5,5,55.0,0,0,"Denver, CO","Birmingham, AL",1.0,0.0
DEN,BIH,OO,1,morning,5,1,45.0,1,0,"Denver, CO","Bishop, CA",0.2,0.2
DEN,BIL,UA,1,evening,5,0,0.0,0,0,"Denver, CO","Billings, MT",0.0,0.0
DEN,BIL,UA,1,morning,5,0,0.0,0,0,"Denver, CO","Billings, MT",0.0,0.0
DEN,BIS,OO,1,afternoon,5,0,0.0,0,0,"Denver, CO","Bismarck/Mandan, ND",0.0,0.0
DEN,BIS,OO,1,evening,5,0,0.0,0,0,"Denver, CO","Bismarck/Mandan, ND",0.0,0.0
DEN,BIS,OO,1,morning,5,0,0.0,0,0,"Denver, CO","Bismarck/Mandan, ND",0.0,0.0
DEN,BNA,F9,1,afternoon,3,0,0.0,0,0,"Denver, CO","Nashville, TN",0.0,0.0
DEN,BNA,F9,1,evening,2,0,0.0,0,0,"Denver, CO","Nashville, TN",0.0,0.0
DEN,BNA,UA,1,afternoon,5,0,0.0,0,0,"Denver, CO","Nashville, TN",0.0,0.0
DEN,BNA,UA,1,evening,5,1,71.0,0,0,"Denver, CO","Nashville, TN",0.2,0.0
DEN,BNA,UA,1,morning,9,2,88.5,0,0,"Denver, CO","Nashville, TN",0.2222,0.0
DEN,BNA,WN,1,afternoon,10,4,31.2,0,0,"Denver, CO","Nashville, TN",0.4,0.0
DEN,BNA,WN,1,evening,10,6,36.3,0,0,"Denver, CO","Nashville, TN",0.6,0.0
DEN,BNA,WN,1,morning,10,1,29.0,0,0,"Denver, CO","Nashville, TN",0.1,0.0
DEN,BNA,WN,1,night,5,2,35.0,0,0,"Denver, CO","Nashville, TN",0.4,0.0
DEN,BNA,WN,1,red_eye,5,0,0.0,0,0,"Denver, CO","Nashville, TN",0.0,0.0
