op_unique_carrier,origin,dest,dep_hour,flights
9E,CRW,ATL,6,6
9E,CRW,ATL,12,6
9E,CVG,BOS,7,5
9E,CVG,DTW,13,6
9E,CVG,DTW,18,5
9E,CVG,EWR,12,5
9E,CVG,FLL,16,6
9E,CVG,JFK,7,5
9E,CVG,JFK,15,6
9E,CVG,LGA,7,6
9E,CVG,LGA,16,4
9E,CVG,MSP,12,6
9E,CVG,MSP,15,6
9E,CVG,MSP,18,5
9E,CVG,RSW,9,6
9E,CWA,MSP,6,6
9E,CWA,MSP,16,6
9E,DAY,ATL,12,6
9E,DAY,ATL,19,5
9E,DCA,DTW,10,4
9E,DCA,DTW,17,4
9E,DHN,ATL,6,6
9E,DHN,ATL,14,6
9E,DSM,DTW,6,5
9E,DSM,DTW,10,5
9E,DSM,LGA,8,5
9E,DSM,MSP,6,6
9E,DSM,MSP,12,6
9E,DSM,MSP,17,4
9E,DTW,ATW,16,6
9E,DTW,ATW,20,6
9E,DTW,AZO,12,6
9E,DTW,AZO,21,6
9E,DTW,BDL,10,6
9E,DTW,BDL,14,4
9E,DTW,BHM,8,6
9E,DTW,BUF,10,6
9E,DTW,BUF,16,5
9E,DTW,CLE,8,6
9E,DTW,CLE,15,5
9E,DTW,CLT,10,6
9E,DTW,CLT,14,4
9E,DTW,CMH,21,4
9E,DTW,CVG,10,6
9E,DTW,CVG,15,5
9E,DTW,DCA,7,4
9E,DTW,DCA,15,4
9E,DTW,DSM,8,5
9E,DTW,DSM,19,4
9E,DTW,GRB,12,5
9E,DTW,GRB,20,6
9E,DTW,GRR,8,5
9E,DTW,GRR,16,6
9E,DTW,HPN,10,2
9E,DTW,IAD,14,5
9E,DTW,IND,10,6
9E,DTW,IND,15,5
9E,DTW,JFK,10,6
9E,DTW,JFK,14,6
9E,DTW,JFK,19,6
9E,DTW,LAN,12,6
9E,DTW,LAN,22,5
9E,DTW,LEX,15,2
9E,DTW,LEX,21,4
9E,DTW,LGA,7,4
9E,DTW,MCI,8,6
9E,DTW,MCI,20,4
9E,DTW,MDT,15,4
9E,DTW,MEM,15,4
9E,DTW,MEM,20,4
9E,DTW,MQT,14,4
9E,DTW,MSN,8,6
9E,DTW,MSN,16,4
9E,DTW,OMA,15,6
9E,DTW,OMA,20,5
9E,DTW,ORF,10,6
9E,DTW,PHL,10,5
9E,DTW,PHL,15,6
9E,DTW,PVD,14,6
9E,DTW,PVD,21,6
9E,DTW,PWM,10,6
9E,DTW,RIC,10,6
9E,DTW,RIC,14,4
9E,DTW,RIC,16,2
9E,DTW,RIC,21,4
9E,DTW,ROC,10,6
9E,DTW,ROC,15,5
9E,DTW,ROC,21,6
9E,DTW,SDF,15,6
9E,DTW,SDF,21,6
9E,DTW,STL,16,6
9E,DTW,STL,20,5
9E,DTW,SYR,10,6
9E,DTW,TVC,10,4
9E,DTW,TYS,19,5
9E,EWR,CVG,15,5
9E,EWR,RDU,10,5
9E,EYW,ATL,7,6
9E,FAR,MSP,11,5
9E,FAY,ATL,15,6
9E,FLL,CVG,19,6
9E,FLL,RDU,11,6
9E,FSD,MSP,13,4
9E,GFK,MSP,5,6
9E,GFK,MSP,12,5
9E,GFK,MSP,17,5
9E,GPT,ATL,11,5
9E,GPT,ATL,17,5
9E,GRB,DTW,7,6
9E,GRB,DTW,14,5
9E,GRB,MSP,6,6
9E,GRB,MSP,17,6
9E,GRR,DTW,10,5
9E,GRR,DTW,17,6
9E,GRR,LGA,14,5
9E,GSO,ATL,14,2
9E,GSO,LGA,11,6
9E,GSO,LGA,17,4
9E,GSP,LGA,13,6
9E,GTR,ATL,6,6
9E,GTR,ATL,14,6
9E,HPN,ATL,16,6
9E,HPN,DTW,12,2
9E,HSV,ATL,6,4
9E,HSV,ATL,9,6
9E,HSV,ATL,12,6
9E,HSV,ATL,18,4
9E,IAD,DTW,17,5
9E,IAD,JFK,16,4
9E,ICT,ATL,11,4
9E,ICT,ATL,17,4
9E,ILM,ATL,6,4
9E,ILM,ATL,11,6
9E,ILM,LGA,12,6
9E,IND,DTW,12,6
9E,IND,DTW,18,5
9E,IND,JFK,7,5
9E,IND,LGA,7,6
9E,IND,LGA,15,5
9E,ITH,JFK,6,6
9E,ITH,JFK,13,6
9E,JAN,ATL,7,2
9E,JAN,ATL,9,6
9E,JAX,JFK,12,6
9E,JAX,JFK,19,5
9E,JAX,LGA,11,4
9E,JAX,LGA,14,2
9E,JFK,BGR,10,5
9E,JFK,BNA,10,5
9E,JFK,BNA,18,5
9E,JFK,BTV,11,5
9E,JFK,BTV,20,5
9E,JFK,BUF,15,5
9E,JFK,BUF,20,4
9E,JFK,BWI,14,6
9E,JFK,CHS,10,6
9E,JFK,CHS,17,4
9E,JFK,CLE,15,5
9E,JFK,CLE,19,4
9E,JFK,CLT,8,5
9E,JFK,CLT,13,5
9E,JFK,CLT,19,5
9E,JFK,CVG,10,5
9E,JFK,CVG,19,5
9E,JFK,DTW,7,6
9E,JFK,DTW,12,6
9E,JFK,DTW,17,6
9E,JFK,IAD,15,5
9E,JFK,IND,19,4
9E,JFK,ITH,11,6
9E,JFK,ITH,22,5
9E,JFK,JAX,8,6
9E,JFK,JAX,14,5
9E,JFK,MCI,17,5
9E,JFK,PIT,9,5
9E,JFK,RDU,9,5
9E,JFK,RDU,12,6
9E,JFK,RDU,16,6
9E,JFK,RIC,16,5
9E,JFK,ROC,15,5
9E,JFK,ROC,20,5
9E,JFK,SAV,7,5
9E,JFK,SAV,17,6
9E,JFK,SYR,15,5
9E,JFK,SYR,20,5
9E,LAN,DTW,5,6
9E,LAN,DTW,14,6
9E,LEX,ATL,6,6
9E,LEX,ATL,7,5
9E,LEX,ATL,11,6
9E,LEX,ATL,14,5
9E,LEX,ATL,18,5
9E,LEX,DTW,6,6
9E,LFT,ATL,6,6
9E,LFT,ATL,13,6
9E,LGA,ALB,15,4
9E,LGA,ALB,16,2
9E,LGA,AVL,11,6
9E,LGA,BGM,19,6
9E,LGA,BGR,19,2
9E,LGA,BGR,20,4
9E,LGA,BHM,13,4
9E,LGA,CAE,13,6
9E,LGA,CHO,13,4
9E,LGA,CHS,8,2
9E,LGA,CHS,13,5
9E,LGA,CHS,18,4
9E,LGA,CLE,9,5
9E,LGA,CLE,18,4
9E,LGA,CLT,9,6
9E,LGA,CVG,9,5
9E,LGA,CVG,14,5
9E,LGA,DSM,15,4
9E,LGA,DTW,9,4
9E,LGA,GRR,11,5
9E,LGA,GSO,9,6
9E,LGA,GSO,15,4
9E,LGA,GSP,9,6
9E,LGA,ILM,9,6
9E,LGA,IND,10,5
9E,LGA,IND,17,5
9E,LGA,JAX,8,4
9E,LGA,JAX,9,2
9E,LGA,MCI,9,4
9E,LGA,MCI,17,4
9E,LGA,MEM,9,5
9E,LGA,MYR,11,4
9E,LGA,PNS,10,6
9E,LGA,PVD,18,6
9E,LGA,PWM,12,5
9E,LGA,PWM,20,4
9E,LGA,RDU,8,6
9E,LGA,RDU,13,6
9E,LGA,RDU,18,6
9E,LGA,RIC,8,4
9E,LGA,ROC,17,6
9E,LGA,SAV,9,6
9E,LGA,SAV,18,5
9E,LGA,STL,9,6
9E,LGA,STL,17,4
9E,LGA,TYS,17,6
9E,MCI,DTW,6,6
9E,MCI,DTW,10,5
9E,MCI,JFK,10,6
9E,MCI,LGA,8,5
9E,MCI,LGA,15,4
9E,MDT,DTW,17,4
9E,MEM,DTW,6,6
9E,MEM,DTW,17,4
9E,MEM,LGA,12,5
9E,MEM,MSP,12,4
9E,MGM,ATL,14,2
9E,MIA,RDU,17,6
9E,MLI,ATL,5,6
9E,MLI,ATL,17,6
9E,MLU,ATL,6,6
9E,MLU,ATL,15,6
9E,MOB,ATL,10,5
9E,MOB,ATL,16,5
9E,MQT,DTW,16,5
9E,MSN,ATL,5,6
9E,MSN,ATL,17,4
9E,MSN,DTW,11,6
9E,MSN,DTW,17,4
9E,MSN,MSP,5,6
9E,MSN,MSP,10,5
9E,MSN,MSP,17,4
9E,MSP,CID,13,6
9E,MSP,CID,20,6
9E,MSP,CLE,7,5
9E,MSP,CLE,20,5
9E,MSP,CMH,7,5
9E,MSP,CMH,12,5
9E,MSP,CVG,7,6
9E,MSP,CVG,10,6
9E,MSP,CVG,13,5
9E,MSP,CWA,14,6
9E,MSP,CWA,19,6
9E,MSP,DSM,10,6
9E,MSP,DSM,15,4
9E,MSP,DSM,19,5
9E,MSP,FAR,9,5
9E,MSP,FSD,11,4
9E,MSP,GFK,10,5
9E,MSP,GFK,15,5
9E,MSP,GFK,22,5
9E,MSP,GRB,15,6
9E,MSP,GRB,20,6
9E,MSP,MEM,9,4
9E,MSP,MSN,8,5
9E,MSP,MSN,16,4
9E,MSP,MSN,20,5
9E,MSP,ORD,7,5
9E,MSP,RST,13,6
9E,MSP,RST,22,6
9E,MSP,STL,8,5
9E,MSP,STL,15,5
9E,MYR,LGA,8,4
9E,OAJ,ATL,6,6
9E,OAJ,ATL,13,6
9E,OMA,DTW,6,6
9E,OMA,DTW,17,5
9E,ORD,MSP,10,5
9E,ORF,DTW,12,6
9E,PHL,DTW,12,5
9E,PHL,DTW,17,6
9E,PIT,DTW,6,2
9E,PIT,JFK,11,5
9E,PNS,ATL,17,4
9E,PNS,LGA,13,6
9E,PVD,DTW,5,6
9E,PVD,DTW,17,6
9E,PVD,LGA,7,6
9E,PWM,DTW,12,6
9E,PWM,LGA,7,6
9E,PWM,LGA,15,5
9E,RDU,AUS,7,5
9E,RDU,EWR,8,5
9E,RDU,FLL,8,6
9E,RDU,JFK,8,6
9E,RDU,JFK,12,5
9E,RDU,JFK,16,6
9E,RDU,LGA,7,6
9E,RDU,LGA,11,6
9E,RDU,LGA,16,6
9E,RDU,MIA,14,6
9E,RIC,DTW,5,6
9E,RIC,DTW,12,6
9E,RIC,DTW,17,4
9E,RIC,JFK,18,5
9E,RIC,LGA,10,4
9E,ROA,ATL,11,5
9E,ROA,ATL,18,5
9E,ROC,DTW,6,6
9E,ROC,DTW,12,6
9E,ROC,DTW,17,5
9E,ROC,JFK,6,5
9E,ROC,JFK,17,5
9E,ROC,LGA,7,6
9E,RST,MSP,5,6
9E,RST,MSP,15,6
9E,RSW,CVG,13,6
9E,SAV,JFK,9,6
9E,SAV,JFK,13,6
9E,SAV,LGA,7,6
9E,SAV,LGA,14,6
9E,SDF,DTW,7,6
9E,SDF,DTW,17,6
9E,SGF,ATL,6,6
9E,SGF,ATL,11,4
9E,SGF,ATL,13,2
9E,SGF,ATL,17,4
9E,STL,DTW,6,6
9E,STL,DTW,17,6
9E,STL,LGA,8,6
9E,STL,LGA,13,5
9E,STL,MSP,10,5
9E,STL,MSP,17,5
9E,SYR,DTW,12,6
9E,SYR,JFK,6,5
9E,SYR,JFK,18,5
9E,TLH,ATL,11,5
9E,TRI,ATL,6,6
9E,TRI,ATL,11,6
9E,TRI,ATL,15,4
9E,TUL,ATL,17,5
9E,TVC,DTW,12,4
9E,TYS,ATL,6,6
9E,TYS,ATL,9,5
9E,TYS,ATL,10,6
9E,TYS,ATL,14,5
9E,TYS,ATL,18,5
9E,TYS,DTW,7,6
9E,TYS,LGA,9,5
9E,VLD,ATL,6,6
9E,VLD,ATL,14,5
9E,XNA,ATL,6,6
9E,XNA,ATL,12,4
9E,XNA,ATL,14,2
9E,XNA,ATL,17,4
AA,ABQ,DFW,6,6
AA,ABQ,DFW,8,6
AA,ABQ,DFW,10,6
AA,ABQ,DFW,12,6
AA,ABQ,DFW,15,6
AA,ABQ,DFW,17,6
AA,ABQ,ORD,13,6
AA,ABQ,PHX,6,4
AA,ABQ,PHX,12,6
AA,ALB,CLT,5,6
AA,ALB,CLT,11,5
AA,ALB,CLT,17,6
AA,ALB,DFW,6,6
AA,AMA,DFW,6,6
AA,AMA,DFW,18,4
AA,ANC,DFW,20,6
AA,ATL,CLT,5,5
AA,ATL,CLT,7,6
AA,ATL,DFW,5,6
AA,ATL,DFW,7,6
AA,ATL,DFW,11,6
AA,ATL,DFW,12,6
AA,ATL,DFW,16,6
AA,ATL,DFW,18,6
AA,ATL,DFW,20,4
AA,ATL,LAX,17,5
AA,ATL,MIA,5,6
AA,ATL,MIA,7,5
AA,ATL,MIA,8,6
AA,ATL,MIA,11,6
AA,ATL,MIA,14,6
AA,ATL,MIA,19,6
AA,ATL,ORD,6,6
AA,ATL,ORD,11,5
AA,ATL,PHL,12,2
AA,ATL,PHL,13,3
AA,ATL,PHX,7,6
AA,ATL,PHX,18,6
AA,AUS,BOS,6,6
AA,AUS,BOS,17,5
AA,AUS,CLT,6,12
AA,AUS,CLT,13,6
AA,AUS,CLT,15,5
AA,AUS,CLT,17,3
AA,AUS,DFW,5,5
AA,AUS,DFW,6,6
AA,AUS,DFW,7,6
AA,AUS,DFW,8,5
AA,AUS,DFW,12,6
AA,AUS,DFW,13,6
AA,AUS,DFW,14,5
AA,AUS,DFW,17,6
AA,AUS,DFW,18,6
AA,AUS,DFW,19,3
AA,AUS,DFW,20,4
AA,AUS,JFK,7,6
AA,AUS,JFK,11,6
AA,AUS,JFK,16,5
AA,AUS,LAS,10,6
AA,AUS,LAS,19,6
AA,AUS,LAX,7,6
AA,AUS,LAX,14,5
AA,AUS,LAX,20,5
AA,AUS,MCO,8,6
AA,AUS,MCO,14,5
AA,AUS,MIA,5,6
AA,AUS,MIA,7,6
AA,AUS,MIA,12,6
AA,AUS,MIA,16,5
AA,AUS,ORD,6,6
AA,AUS,ORD,8,5
AA,AUS,PHL,8,5
AA,AUS,PHL,15,5
AA,AUS,PHX,6,6
AA,AUS,PHX,12,6
AA,AUS,PHX,15,6
AA,AUS,PHX,18,6
AA,AUS,RDU,8,6
AA,AUS,SNA,11,6
AA,AUS,TPA,18,6
AA,AVL,DFW,16,6
AA,AVP,CLT,6,6
AA,AVP,CLT,17,5
AA,BDL,CLT,6,5
AA,BDL,CLT,7,6
AA,BDL,CLT,10,6
AA,BDL,CLT,15,6
AA,BDL,CLT,19,3
AA,BDL,DFW,6,6
AA,BDL,MIA,5,6
AA,BDL,ORD,7,6
AA,BFL,DFW,5,6
AA,BFL,PHX,12,6
AA,BHM,DFW,6,6
AA,BHM,DFW,12,6
AA,BNA,CLT,5,6
AA,BNA,CLT,7,6
AA,BNA,CLT,9,5
AA,BNA,CLT,19,4
AA,BNA,DFW,5,12
AA,BNA,DFW,7,5
AA,BNA,DFW,10,6
AA,BNA,DFW,11,6
AA,BNA,DFW,13,6
AA,BNA,DFW,15,6
AA,BNA,DFW,17,6
AA,BNA,DFW,19,4
AA,BNA,LAX,8,6
AA,BNA,MIA,5,6
AA,BNA,MIA,7,6
AA,BNA,MIA,16,6
AA,BNA,MIA,18,5
AA,BNA,PHL,16,6
AA,BNA,PHX,17,6
AA,BOI,DFW,6,6
