op_unique_carrier,origin,dest,dep_hour,flights
B6,LGA,RSW,19,3
B6,LGA,SRQ,13,3
B6,LGA,SRQ,14,3
B6,LGA,TPA,7,3
B6,LGA,TPA,12,3
B6,LGA,TPA,15,2
B6,LGA,TPA,20,6
B6,MCI,JFK,17,6
B6,MCO,ALB,14,3
B6,MCO,ALB,15,3
B6,MCO,BDL,8,3
B6,MCO,BDL,14,3
B6,MCO,BDL,19,3
B6,MCO,BDL,20,3
B6,MCO,BOS,5,2
B6,MCO,BOS,6,5
B6,MCO,BOS,7,3
B6,MCO,BOS,8,3
B6,MCO,BOS,11,4
B6,MCO,BOS,13,6
B6,MCO,BOS,14,2
B6,MCO,BOS,16,2
B6,MCO,BOS,18,4
B6,MCO,BOS,19,5
B6,MCO,BOS,20,2
B6,MCO,BOS,21,3
B6,MCO,BOS,22,3
B6,MCO,BQN,6,3
B6,MCO,BQN,14,3
B6,MCO,BQN,22,3
B6,MCO,BUF,16,5
B6,MCO,DCA,6,3
B6,MCO,DCA,7,2
B6,MCO,DCA,9,3
B6,MCO,DCA,10,6
B6,MCO,DCA,14,3
B6,MCO,DCA,16,6
B6,MCO,EWR,6,4
B6,MCO,EWR,8,2
B6,MCO,EWR,9,3
B6,MCO,EWR,10,3
B6,MCO,EWR,11,4
B6,MCO,EWR,17,3
B6,MCO,EWR,18,4
B6,MCO,EWR,19,2
B6,MCO,EWR,20,2
B6,MCO,EWR,21,5
B6,MCO,HPN,8,3
B6,MCO,HPN,10,3
B6,MCO,HPN,12,3
B6,MCO,HPN,13,3
B6,MCO,HPN,16,3
B6,MCO,HPN,17,3
B6,MCO,JFK,5,2
B6,MCO,JFK,7,4
B6,MCO,JFK,8,5
B6,MCO,JFK,9,5
B6,MCO,JFK,11,3
B6,MCO,JFK,13,5
B6,MCO,JFK,14,3
B6,MCO,JFK,15,3
B6,MCO,JFK,18,5
B6,MCO,JFK,19,4
B6,MCO,JFK,22,3
B6,MCO,LAX,6,2
B6,MCO,LAX,18,3
B6,MCO,LGA,6,5
B6,MCO,LGA,7,3
B6,MCO,LGA,10,3
B6,MCO,LGA,11,2
B6,MCO,LGA,12,3
B6,MCO,LGA,16,3
B6,MCO,LGA,17,3
B6,MCO,LGA,19,4
B6,MCO,ORH,11,5
B6,MCO,PSE,5,3
B6,MCO,PSE,9,3
B6,MCO,PSE,22,6
B6,MCO,PVD,6,2
B6,MCO,PVD,13,3
B6,MCO,PVD,19,2
B6,MCO,RDU,10,2
B6,MCO,RDU,13,3
B6,MCO,RIC,12,2
B6,MCO,RIC,15,2
B6,MCO,RIC,16,3
B6,MCO,SJU,5,5
B6,MCO,SJU,10,3
B6,MCO,SJU,15,6
B6,MCO,SJU,17,3
B6,MCO,SJU,18,3
B6,MCO,SJU,19,3
B6,MCO,SJU,20,3
B6,MCO,SJU,21,2
B6,MCO,SJU,23,3
B6,MCO,SLC,18,2
B6,MCO,SLC,19,4
B6,MCO,SYR,14,3
B6,MCO,SYR,16,2
B6,MIA,BDL,11,3
B6,MIA,BDL,21,3
B6,MIA,BOS,11,2
B6,MIA,BOS,14,3
B6,MIA,BOS,16,3
B6,MIA,BOS,21,3
B6,MIA,EWR,9,3
B6,MIA,EWR,15,3
B6,MIA,JFK,6,2
B6,MIA,JFK,9,2
B6,MIA,JFK,11,3
B6,MIA,JFK,18,3
B6,MIA,JFK,20,3
B6,MIA,LAX,6,6
B6,MIA,LAX,18,3
B6,MIA,LAX,19,2
B6,MKE,BOS,8,3
B6,MKE,JFK,10,6
B6,MSP,BOS,19,2
B6,MSP,BOS,20,4
B6,MSY,BOS,9,3
B6,MSY,BOS,12,3
B6,MSY,FLL,17,2
B6,MSY,FLL,19,3
B6,MSY,JFK,10,3
B6,MSY,JFK,19,3
B6,MSY,LGA,7,3
B6,MSY,LGA,8,2
B6,MSY,LGA,18,3
B6,ONT,JFK,23,6
B6,ORD,BOS,8,3
B6,ORD,BOS,11,3
B6,ORD,BOS,19,3
B6,ORD,JFK,12,3
B6,ORD,JFK,17,3
B6,ORH,FLL,13,3
B6,ORH,FLL,16,2
B6,ORH,MCO,14,3
B6,ORH,MCO,15,3
B6,PBI,BDL,7,3
B6,PBI,BDL,8,3
B6,PBI,BDL,16,3
B6,PBI,BOS,6,2
B6,PBI,BOS,10,3
B6,PBI,BOS,11,2
B6,PBI,BOS,12,4
B6,PBI,BOS,13,2
B6,PBI,BOS,17,2
B6,PBI,BOS,19,6
B6,PBI,BOS,20,3
B6,PBI,DCA,13,6
B6,PBI,DCA,18,3
B6,PBI,DCA,20,3
B6,PBI,EWR,6,2
B6,PBI,EWR,13,3
B6,PBI,EWR,20,4
B6,PBI,HPN,6,5
B6,PBI,HPN,11,6
B6,PBI,HPN,12,3
B6,PBI,HPN,13,3
B6,PBI,HPN,15,6
B6,PBI,HPN,17,3
B6,PBI,HPN,18,3
B6,PBI,HPN,20,6
B6,PBI,JFK,7,3
B6,PBI,JFK,8,2
B6,PBI,JFK,9,4
B6,PBI,JFK,10,3
B6,PBI,JFK,11,3
B6,PBI,JFK,15,2
B6,PBI,JFK,16,3
B6,PBI,JFK,17,3
B6,PBI,JFK,19,3
B6,PBI,JFK,21,3
B6,PBI,LAX,19,6
B6,PBI,LGA,6,5
B6,PBI,LGA,7,2
B6,PBI,LGA,12,3
B6,PBI,LGA,14,3
B6,PBI,LGA,15,6
B6,PBI,LGA,17,2
B6,PBI,LGA,20,3
B6,PBI,PVD,10,5
B6,PHL,BOS,6,5
B6,PHL,BOS,9,3
B6,PHL,BOS,10,2
B6,PHL,BOS,13,3
B6,PHL,BOS,18,2
B6,PHX,BOS,22,6
B6,PHX,JFK,23,6
B6,PIT,BOS,6,5
B6,PIT,BOS,11,6
B6,PIT,BOS,19,3
B6,PIT,BOS,20,3
B6,PSE,JFK,6,5
B6,PSE,MCO,3,6
B6,PSE,MCO,9,3
B6,PSE,MCO,13,2
B6,PSP,JFK,21,3
B6,PVD,FLL,5,2
B6,PVD,FLL,6,3
B6,PVD,MCO,6,2
B6,PVD,MCO,9,2
B6,PVD,MCO,17,3
B6,PVD,PBI,13,2
B6,PVD,PBI,14,3
B6,RDU,BOS,5,3
B6,RDU,BOS,9,2
B6,RDU,BOS,14,3
B6,RDU,BOS,15,3
B6,RDU,FLL,6,2
B6,RDU,FLL,7,4
B6,RDU,JFK,8,2
B6,RDU,JFK,10,2
B6,RDU,JFK,11,3
B6,RDU,JFK,20,3
B6,RDU,MCO,13,2
B6,RDU,MCO,15,4
B6,RDU,SJU,12,2
B6,RDU,SJU,14,3
B6,RIC,BOS,12,2
B6,RIC,BOS,13,3
B6,RIC,BOS,19,6
B6,RIC,FLL,6,5
B6,RIC,MCO,15,2
B6,RIC,MCO,17,3
B6,RIC,MCO,18,3
B6,RNO,JFK,23,3
B6,RNO,LAX,19,3
B6,RNO,LAX,20,3
B6,ROC,JFK,6,3
B6,ROC,JFK,7,3
B6,ROC,JFK,11,3
B6,ROC,JFK,15,3
B6,ROC,JFK,20,3
B6,RSW,BDL,10,3
B6,RSW,BOS,6,3
B6,RSW,BOS,7,2
B6,RSW,BOS,10,5
B6,RSW,BOS,14,2
B6,RSW,BOS,16,3
B6,RSW,BOS,19,4
B6,RSW,BOS,20,3
B6,RSW,BOS,21,3
B6,RSW,DCA,10,3
B6,RSW,DCA,15,3
B6,RSW,DCA,16,3
B6,RSW,EWR,15,2
B6,RSW,EWR,19,3
B6,RSW,HPN,18,6
B6,RSW,JFK,6,6
B6,RSW,JFK,11,3
B6,RSW,JFK,18,2
B6,RSW,LGA,14,3
B6,RSW,LGA,19,2
B6,SAN,BOS,11,2
B6,SAN,BOS,12,3
B6,SAN,BOS,20,4
B6,SAN,FLL,21,6
B6,SAN,JFK,12,3
B6,SAN,JFK,14,6
B6,SAN,JFK,20,2
B6,SAT,BOS,14,3
B6,SAT,BOS,18,3
B6,SAT,JFK,14,3
B6,SAT,JFK,15,2
B6,SAV,BOS,11,2
B6,SAV,BOS,13,3
B6,SAV,JFK,10,3
B6,SAV,JFK,12,3
B6,SEA,BOS,21,2
B6,SEA,BOS,23,3
B6,SEA,JFK,12,2
B6,SEA,JFK,21,3
B6,SFO,BOS,8,2
B6,SFO,BOS,11,3
B6,SFO,BOS,12,3
B6,SFO,BOS,14,2
B6,SFO,BOS,15,5
B6,SFO,BOS,22,3
B6,SFO,BOS,23,3
B6,SFO,FLL,6,2
B6,SFO,FLL,8,2
B6,SFO,FLL,11,6
B6,SFO,FLL,20,5
B6,SFO,FLL,23,3
B6,SFO,JFK,8,3
B6,SFO,JFK,10,3
B6,SFO,JFK,12,3
B6,SFO,JFK,13,3
B6,SFO,JFK,14,2
B6,SFO,JFK,20,6
B6,SFO,JFK,23,3
B6,SFO,LAX,9,2
B6,SFO,LAX,18,3
B6,SFO,LAX,21,2
B6,SJU,BDL,5,2
B6,SJU,BDL,6,3
B6,SJU,BDL,16,5
B6,SJU,BDL,21,2
B6,SJU,BOS,2,3
B6,SJU,BOS,5,2
B6,SJU,BOS,13,5
B6,SJU,BOS,16,3
B6,SJU,BOS,17,3
B6,SJU,BOS,19,3
B6,SJU,BOS,20,3
B6,SJU,DCA,18,6
B6,SJU,EWR,7,2
B6,SJU,EWR,11,3
B6,SJU,EWR,16,2
B6,SJU,EWR,22,3
B6,SJU,FLL,5,5
B6,SJU,FLL,6,3
B6,SJU,FLL,9,3
B6,SJU,FLL,13,3
B6,SJU,FLL,14,4
B6,SJU,FLL,15,3
B6,SJU,FLL,19,6
B6,SJU,FLL,22,3
B6,SJU,JFK,5,4
B6,SJU,JFK,6,4
B6,SJU,JFK,7,2
B6,SJU,JFK,8,3
B6,SJU,JFK,9,6
B6,SJU,JFK,13,3
B6,SJU,JFK,14,3
B6,SJU,JFK,16,2
B6,SJU,JFK,17,2
B6,SJU,JFK,18,2
B6,SJU,JFK,19,2
B6,SJU,JFK,22,3
B6,SJU,JFK,23,3
B6,SJU,MCO,10,3
B6,SJU,MCO,12,6
B6,SJU,MCO,13,3
B6,SJU,MCO,14,3
B6,SJU,MCO,18,3
B6,SJU,MCO,20,3
B6,SJU,MCO,21,6
B6,SJU,MCO,22,5
B6,SJU,RDU,10,3
B6,SJU,RDU,18,2
B6,SJU,STT,10,6
B6,SJU,STT,16,3
B6,SJU,TPA,4,2
B6,SJU,TPA,5,2
B6,SJU,TPA,22,6
B6,SLC,BOS,22,3
B6,SLC,BOS,23,3
B6,SLC,FLL,23,6
B6,SLC,JFK,15,5
B6,SLC,JFK,22,3
B6,SLC,JFK,23,3
B6,SLC,LAX,8,3
B6,SLC,LAX,9,2
B6,SLC,LAX,19,3
B6,SLC,MCO,6,6
B6,SMF,JFK,23,6
B6,SRQ,BOS,10,3
B6,SRQ,BOS,14,3
B6,SRQ,JFK,11,3
B6,SRQ,JFK,13,3
B6,SRQ,LGA,17,3
B6,SRQ,LGA,18,3
B6,STT,SJU,11,4
B6,STT,SJU,12,3
B6,STT,SJU,14,4
B6,STT,SJU,17,3
B6,SYR,JFK,6,2
B6,SYR,JFK,7,3
B6,SYR,JFK,16,5
B6,SYR,MCO,18,3
B6,SYR,MCO,20,2
B6,TLH,FLL,10,2
B6,TPA,BDL,12,2
B6,TPA,BDL,13,3
B6,TPA,BOS,7,5
B6,TPA,BOS,10,4
B6,TPA,BOS,11,2
B6,TPA,BOS,13,3
B6,TPA,BOS,16,3
B6,TPA,BOS,20,5
B6,TPA,BOS,22,3
B6,TPA,BQN,15,3
B6,TPA,BQN,20,3
B6,TPA,EWR,7,4
B6,TPA,EWR,9,3
B6,TPA,EWR,17,4
B6,TPA,HPN,18,3
B6,TPA,HPN,19,3
B6,TPA,JFK,6,3
B6,TPA,JFK,8,4
B6,TPA,JFK,10,5
B6,TPA,JFK,13,2
B6,TPA,JFK,14,4
B6,TPA,JFK,16,3
B6,TPA,JFK,18,2
B6,TPA,LGA,9,3
B6,TPA,LGA,11,2
B6,TPA,LGA,13,3
B6,TPA,LGA,16,3
B6,TPA,LGA,18,2
B6,TPA,SJU,6,5
B6,TPA,SJU,16,2
B6,TPA,SJU,23,3
DL,ABQ,ATL,6,6
DL,ABQ,ATL,13,5
DL,ABQ,MSP,8,6
DL,ABQ,SLC,5,6
DL,ALB,ATL,6,6
DL,ALB,ATL,14,5
DL,ALB,DTW,5,6
DL,ANC,MSP,20,4
DL,ANC,SEA,1,6
DL,ANC,SEA,6,6
DL,ANC,SEA,13,6
DL,ATL,ABQ,11,5
DL,ATL,ABQ,21,6
DL,ATL,ALB,11,5
DL,ATL,ALB,21,6
DL,ATL,ATW,20,2
DL,ATL,AUS,8,6
DL,ATL,AUS,11,5
DL,ATL,AUS,14,6
DL,ATL,AUS,16,5
DL,ATL,AUS,19,5
DL,ATL,AUS,23,5
DL,ATL,AVL,20,6
DL,ATL,AVL,22,5
DL,ATL,BDL,8,6
DL,ATL,BDL,10,6
DL,ATL,BDL,15,6
DL,ATL,BDL,21,6
DL,ATL,BHM,8,5
DL,ATL,BHM,11,5
DL,ATL,BHM,14,6
DL,ATL,BHM,16,6
DL,ATL,BHM,19,5
DL,ATL,BHM,23,5
DL,ATL,BNA,8,5
DL,ATL,BNA,10,5
DL,ATL,BNA,13,6
DL,ATL,BNA,15,6
DL,ATL,BNA,18,5
DL,ATL,BNA,21,4
DL,ATL,BNA,22,6
DL,ATL,BOI,10,6
DL,ATL,BOS,7,4
DL,ATL,BOS,8,6
DL,ATL,BOS,9,6
DL,ATL,BOS,11,6
DL,ATL,BOS,12,6
DL,ATL,BOS,14,5
DL,ATL,BOS,17,4
DL,ATL,BOS,18,2
DL,ATL,BOS,19,4
DL,ATL,BOS,20,2
DL,ATL,BOS,22,6
DL,ATL,BTR,22,6
DL,ATL,BTV,21,6
DL,ATL,BUF,11,5
DL,ATL,BUF,15,4
DL,ATL,BUF,22,5
DL,ATL,BWI,8,6
DL,ATL,BWI,11,5
DL,ATL,BWI,13,5
DL,ATL,BWI,16,5
DL,ATL,BWI,19,5
DL,ATL,BWI,22,6
DL,ATL,BZN,9,6
DL,ATL,BZN,11,3
DL,ATL,CAE,10,5
DL,ATL,CAE,15,6
DL,ATL,CAE,18,5
DL,ATL,CAE,22,6
DL,ATL,CHA,22,6
DL,ATL,CHO,21,6
DL,ATL,CHS,8,5
DL,ATL,CHS,10,6
DL,ATL,CHS,12,5
DL,ATL,CHS,15,5
DL,ATL,CHS,17,6
DL,ATL,CHS,19,4
DL,ATL,CHS,22,6
DL,ATL,CID,21,6
DL,ATL,CLE,8,5
DL,ATL,CLE,11,5
DL,ATL,CLE,15,5
DL,ATL,CLE,18,5
DL,ATL,CLE,22,6
DL,ATL,CLT,9,5
DL,ATL,CLT,12,6
DL,ATL,CLT,18,2
DL,ATL,CLT,19,4
DL,ATL,CLT,22,6
DL,ATL,CMH,8,5
DL,ATL,CMH,10,5
DL,ATL,CMH,14,6
DL,ATL,CMH,18,5
DL,ATL,CMH,22,6
DL,ATL,COS,19,6
DL,ATL,CVG,8,5
DL,ATL,CVG,11,5
DL,ATL,CVG,14,6
DL,ATL,CVG,17,6
DL,ATL,CVG,22,6
DL,ATL,DAB,8,5
DL,ATL,DAB,14,5
DL,ATL,DAB,22,6
DL,ATL,DAL,10,6
DL,ATL,DAL,16,6
DL,ATL,DAL,21,6
DL,ATL,DAY,22,5
DL,ATL,DCA,8,5
DL,ATL,DCA,10,5
DL,ATL,DCA,12,6
DL,ATL,DCA,14,5
DL,ATL,DCA,15,6
DL,ATL,DCA,17,6
DL,ATL,DCA,18,5
DL,ATL,DCA,19,6
DL,ATL,DCA,21,6
DL,ATL,DEN,8,6
DL,ATL,DEN,10,6
DL,ATL,DEN,11,6
DL,ATL,DEN,13,6
DL,ATL,DEN,15,6
DL,ATL,DEN,18,6
DL,ATL,DEN,20,6
DL,ATL,DFW,8,6
DL,ATL,DFW,10,6
DL,ATL,DFW,13,6
DL,ATL,DFW,15,6
DL,ATL,DFW,17,5
DL,ATL,DFW,21,6
DL,ATL,DFW,22,6
DL,ATL,DSM,9,5
DL,ATL,DSM,16,5
DL,ATL,DSM,22,5
DL,ATL,DTW,7,5
DL,ATL,DTW,8,6
DL,ATL,DTW,10,6
DL,ATL,DTW,12,6
DL,ATL,DTW,14,6
DL,ATL,DTW,16,4
DL,ATL,DTW,17,2
DL,ATL,DTW,18,5
DL,ATL,DTW,21,5
DL,ATL,DTW,22,6
DL,ATL,ECP,8,5
DL,ATL,ECP,12,5
DL,ATL,ECP,14,3
DL,ATL,ECP,16,5
DL,ATL,ECP,19,5
DL,ATL,EGE,9,6
DL,ATL,EGE,11,6
DL,ATL,ELP,11,6
DL,ATL,ELP,21,4
DL,ATL,EWR,8,6
DL,ATL,EWR,10,5
DL,ATL,EWR,13,5
DL,ATL,EWR,15,5
DL,ATL,EWR,18,5
DL,ATL,EWR,22,6
DL,ATL,EYW,8,6
DL,ATL,EYW,10,6
DL,ATL,EYW,15,6
DL,ATL,FAY,22,6
DL,ATL,FLL,7,6
DL,ATL,FLL,8,6
DL,ATL,FLL,9,5
DL,ATL,FLL,10,6
DL,ATL,FLL,11,6
DL,ATL,FLL,12,6
DL,ATL,FLL,14,6
DL,ATL,FLL,15,6
DL,ATL,FLL,16,5
DL,ATL,FLL,17,6
DL,ATL,FLL,19,6
DL,ATL,FLL,21,5
DL,ATL,FLL,22,6
DL,ATL,FSD,22,6
DL,ATL,GEG,9,6
DL,ATL,GNV,10,6
DL,ATL,GNV,13,5
DL,ATL,GNV,16,4
DL,ATL,GNV,22,6
DL,ATL,GPT,22,5
DL,ATL,GRB,21,6
DL,ATL,GRR,10,5
DL,ATL,GRR,15,5
DL,ATL,GRR,21,5
DL,ATL,GSO,10,6
DL,ATL,GSO,14,6
DL,ATL,GSO,17,5
DL,ATL,GSO,21,5
DL,ATL,GSO,22,6
DL,ATL,GSP,10,6
DL,ATL,GSP,15,5
DL,ATL,GSP,18,6
DL,ATL,GSP,21,5
DL,ATL,GSP,22,6
DL,ATL,HDN,10,6
DL,ATL,HNL,9,6
DL,ATL,HOU,8,6
DL,ATL,HOU,15,5
DL,ATL,HOU,21,6
DL,ATL,HPN,9,6
DL,ATL,HPN,19,6
DL,ATL,HSV,15,6
DL,ATL,IAD,7,4
DL,ATL,IAD,9,2
DL,ATL,IAD,10,4
DL,ATL,IAD,14,6
DL,ATL,IAD,17,3
DL,ATL,IAD,21,4
DL,ATL,IAD,22,2
DL,ATL,IAH,8,6
DL,ATL,IAH,11,6
DL,ATL,IAH,15,6
DL,ATL,IAH,19,6
DL,ATL,IAH,22,6
DL,ATL,ICT,21,6
DL,ATL,ILM,14,5
DL,ATL,IND,8,5
DL,ATL,IND,11,6
DL,ATL,IND,15,5
DL,ATL,IND,20,5
DL,ATL,IND,22,5
DL,ATL,JAC,11,6
DL,ATL,JAN,12,5
DL,ATL,JAN,16,5
DL,ATL,JAN,22,6
DL,ATL,JAX,7,4
DL,ATL,JAX,9,5
DL,ATL,JAX,11,6
DL,ATL,JAX,13,6
DL,ATL,JAX,15,6
DL,ATL,JAX,16,5
DL,ATL,JAX,17,6
DL,ATL,JAX,20,5
DL,ATL,JAX,22,6
DL,ATL,JFK,7,6
DL,ATL,JFK,9,6
DL,ATL,JFK,12,6
DL,ATL,JFK,14,6
DL,ATL,JFK,17,6
DL,ATL,JFK,21,6
DL,ATL,LAS,8,6
DL,ATL,LAS,10,6
DL,ATL,LAS,11,6
DL,ATL,LAS,14,5
DL,ATL,LAS,16,6
DL,ATL,LAS,18,6
DL,ATL,LAS,19,6
DL,ATL,LAS,21,6
DL,ATL,LAS,22,6
DL,ATL,LAX,7,2
DL,ATL,LAX,8,6
DL,ATL,LAX,9,7
DL,ATL,LAX,11,6
DL,ATL,LAX,12,6
DL,ATL,LAX,14,6
DL,ATL,LAX,16,6
DL,ATL,LAX,18,6
DL,ATL,LAX,20,6
DL,ATL,LAX,22,5
DL,ATL,LGA,7,6
DL,ATL,LGA,8,6
DL,ATL,LGA,9,5
DL,ATL,LGA,11,6
DL,ATL,LGA,13,6
DL,ATL,LGA,15,6
DL,ATL,LGA,16,4
DL,ATL,LGA,18,6
DL,ATL,LGA,21,6
DL,ATL,LIT,8,4
DL,ATL,LIT,10,2
DL,ATL,LIT,11,4
DL,ATL,LIT,14,5
DL,ATL,LIT,17,5
DL,ATL,LIT,22,6
DL,ATL,MCI,8,5
DL,ATL,MCI,11,5
DL,ATL,MCI,14,5
DL,ATL,MCI,18,5
DL,ATL,MCI,22,5
DL,ATL,MCO,7,5
DL,ATL,MCO,8,6
DL,ATL,MCO,9,6
DL,ATL,MCO,10,6
DL,ATL,MCO,11,6
DL,ATL,MCO,12,6
DL,ATL,MCO,13,6
DL,ATL,MCO,14,6
DL,ATL,MCO,15,6
DL,ATL,MCO,17,6
DL,ATL,MCO,18,6
DL,ATL,MCO,19,6
DL,ATL,MCO,20,4
DL,ATL,MCO,21,6
DL,ATL,MCO,22,6
DL,ATL,MDT,11,4
DL,ATL,MDT,21,6
DL,ATL,MDW,9,6
DL,ATL,MDW,12,5
DL,ATL,MDW,15,6
DL,ATL,MDW,21,5
DL,ATL,MEM,8,5
DL,ATL,MEM,10,5
DL,ATL,MEM,13,5
DL,ATL,MEM,15,6
DL,ATL,MEM,18,6
DL,ATL,MEM,23,5
DL,ATL,MIA,7,4
DL,ATL,MIA,8,4
DL,ATL,MIA,9,7
DL,ATL,MIA,10,6
DL,ATL,MIA,12,6
DL,ATL,MIA,13,6
DL,ATL,MIA,14,6
DL,ATL,MIA,16,6
DL,ATL,MIA,18,6
DL,ATL,MIA,20,5
DL,ATL,MIA,23,6
DL,ATL,MKE,9,6
DL,ATL,MKE,12,5
DL,ATL,MKE,16,4
DL,ATL,MKE,17,2
DL,ATL,MKE,19,4
DL,ATL,MKE,22,6
DL,ATL,MLB,8,6
DL,ATL,MLB,13,6
DL,ATL,MLB,22,5
DL,ATL,MOB,22,6
DL,ATL,MSN,9,4
DL,ATL,MSN,11,2
DL,ATL,MSP,7,6
DL,ATL,MSP,9,6
DL,ATL,MSP,10,6
DL,ATL,MSP,12,6
DL,ATL,MSP,15,6
DL,ATL,MSP,17,4
DL,ATL,MSP,18,2
DL,ATL,MSP,19,4
DL,ATL,MSP,22,6
DL,ATL,MSY,9,6
DL,ATL,MSY,10,2
DL,ATL,MSY,11,6
DL,ATL,MSY,14,6
DL,ATL,MSY,15,6
DL,ATL,MSY,17,5
DL,ATL,MSY,18,2
DL,ATL,MSY,19,4
DL,ATL,MSY,23,6
DL,ATL,MTJ,12,6
DL,ATL,MYR,10,5
DL,ATL,MYR,15,5
DL,ATL,MYR,21,6
DL,ATL,OKC,9,6
DL,ATL,OKC,12,5
DL,ATL,OKC,16,5
DL,ATL,OKC,21,4
DL,ATL,OMA,8,6
DL,ATL,OMA,12,5
DL,ATL,OMA,15,2
DL,ATL,OMA,16,4
DL,ATL,OMA,21,4
DL,ATL,OMA,22,2
DL,ATL,ONT,9,5
DL,ATL,ONT,21,6
DL,ATL,ORD,9,5
DL,ATL,ORD,12,5
DL,ATL,ORD,16,5
DL,ATL,ORD,19,5
DL,ATL,ORD,22,6
DL,ATL,ORF,8,5
DL,ATL,ORF,12,5
DL,ATL,ORF,16,5
DL,ATL,ORF,19,5
DL,ATL,ORF,22,6
DL,ATL,PBI,8,6
DL,ATL,PBI,9,6
DL,ATL,PBI,11,6
DL,ATL,PBI,13,6
DL,ATL,PBI,15,6
DL,ATL,PBI,17,5
DL,ATL,PBI,18,6
DL,ATL,PBI,19,6
DL,ATL,PBI,22,6
DL,ATL,PDX,9,6
DL,ATL,PDX,16,5
DL,ATL,PDX,19,6
DL,ATL,PHL,7,5
DL,ATL,PHL,10,5
DL,ATL,PHL,13,5
DL,ATL,PHL,15,2
DL,ATL,PHL,16,4
DL,ATL,PHL,18,6
DL,ATL,PHL,22,5
DL,ATL,PHX,8,6
DL,ATL,PHX,10,6
DL,ATL,PHX,12,6
DL,ATL,PHX,14,6
DL,ATL,PHX,19,5
DL,ATL,PHX,21,6
DL,ATL,PIT,7,5
DL,ATL,PIT,10,6
DL,ATL,PIT,14,6
DL,ATL,PIT,18,6
DL,ATL,PIT,22,6
DL,ATL,PNS,8,5
DL,ATL,PNS,10,6
DL,ATL,PNS,14,6
DL,ATL,PNS,19,4
DL,ATL,PNS,21,6
DL,ATL,PSP,10,6
DL,ATL,PVD,14,5
DL,ATL,PVD,21,6
DL,ATL,PWM,21,6
DL,ATL,RDU,8,6
DL,ATL,RDU,10,4
DL,ATL,RDU,12,6
DL,ATL,RDU,14,5
DL,ATL,RDU,15,6
DL,ATL,RDU,17,6
DL,ATL,RDU,19,6
DL,ATL,RDU,22,6
DL,ATL,RIC,9,6
DL,ATL,RIC,13,6
DL,ATL,RIC,16,5
DL,ATL,RIC,19,4
DL,ATL,RIC,22,6
DL,ATL,ROA,22,6
DL,ATL,ROC,11,5
DL,ATL,ROC,22,6
DL,ATL,RSW,8,6
DL,ATL,RSW,10,6
DL,ATL,RSW,11,5
DL,ATL,RSW,13,5
DL,ATL,RSW,15,6
DL,ATL,RSW,18,5
DL,ATL,RSW,21,5
DL,ATL,RSW,22,6
DL,ATL,SAN,9,6
DL,ATL,SAN,13,5
DL,ATL,SAN,18,6
DL,ATL,SAN,22,6
DL,ATL,SAT,8,6
DL,ATL,SAT,11,5
DL,ATL,SAT,13,5
DL,ATL,SAT,18,6
DL,ATL,SAT,23,5
DL,ATL,SAV,8,5
DL,ATL,SAV,10,6
DL,ATL,SAV,13,6
DL,ATL,SAV,16,5
DL,ATL,SAV,19,5
DL,ATL,SAV,22,6
DL,ATL,SDF,9,6
DL,ATL,SDF,11,5
DL,ATL,SDF,14,5
DL,ATL,SDF,18,6
DL,ATL,SDF,22,6
DL,ATL,SEA,7,6
DL,ATL,SEA,9,6
DL,ATL,SEA,11,2
DL,ATL,SEA,14,6
DL,ATL,SEA,17,5
DL,ATL,SEA,19,2
DL,ATL,SEA,21,5
DL,ATL,SFO,8,6
DL,ATL,SFO,10,6
DL,ATL,SFO,15,6
DL,ATL,SFO,18,6
DL,ATL,SFO,21,6
DL,ATL,SJC,9,6
DL,ATL,SJC,19,5
DL,ATL,SJU,8,6
DL,ATL,SJU,9,6
DL,ATL,SJU,12,6
DL,ATL,SJU,14,6
DL,ATL,SJU,18,6
DL,ATL,SLC,8,6
DL,ATL,SLC,9,6
DL,ATL,SLC,11,6
DL,ATL,SLC,13,6
DL,ATL,SLC,15,5
DL,ATL,SLC,17,6
DL,ATL,SLC,19,6
DL,ATL,SLC,21,6
DL,ATL,SMF,9,6
DL,ATL,SMF,16,2
DL,ATL,SMF,19,5
DL,ATL,SNA,9,6
DL,ATL,SNA,17,2
DL,ATL,SNA,20,5
DL,ATL,SRQ,8,6
DL,ATL,SRQ,10,6
DL,ATL,SRQ,12,5
DL,ATL,SRQ,15,5
DL,ATL,SRQ,18,6
DL,ATL,SRQ,21,6
DL,ATL,STL,8,5
DL,ATL,STL,11,5
DL,ATL,STL,15,5
DL,ATL,STL,20,5
DL,ATL,STL,22,6
DL,ATL,STT,9,6
DL,ATL,STT,11,6
DL,ATL,STX,9,5
DL,ATL,SYR,11,5
DL,ATL,SYR,22,6
DL,ATL,TLH,15,6
DL,ATL,TLH,19,5
DL,ATL,TLH,22,6
DL,ATL,TPA,8,6
DL,ATL,TPA,9,6
DL,ATL,TPA,11,6
DL,ATL,TPA,12,6
DL,ATL,TPA,13,6
DL,ATL,TPA,14,5
DL,ATL,TPA,16,5
DL,ATL,TPA,17,6
DL,ATL,TPA,19,5
DL,ATL,TPA,20,4
DL,ATL,TPA,22,6
DL,ATL,TUL,9,5
DL,ATL,TUL,21,5
DL,ATL,TUS,9,6
DL,ATL,TUS,20,6
